"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Subsolar (deg)"
2 Jan 2021 01:03:00.000,266.576,014.755,104.752
2 Jan 2021 01:04:00.000,267.542,014.942,104.940
2 Jan 2021 01:05:00.000,268.519,015.068,105.065
2 Jan 2021 01:06:00.000,269.503,015.131,105.128
2 Jan 2021 01:07:00.000,270.489,015.131,105.128
2 Jan 2021 01:08:00.000,271.474,015.069,105.066
2 Jan 2021 01:09:00.000,272.451,014.944,104.941
2 Jan 2021 01:10:00.000,273.417,014.757,104.754
2 Jan 2021 01:11:00.000,274.367,014.509,104.507
2 Jan 2021 01:12:00.000,275.298,014.202,104.199
2 Jan 2021 01:13:00.000,276.204,013.836,103.834
2 Jan 2021 01:14:00.000,277.082,013.414,103.412
2 Jan 2021 01:15:00.000,277.929,012.938,102.935
2 Jan 2021 01:16:00.000,278.741,012.409,102.406
2 Jan 2021 01:17:00.000,279.514,011.830,101.827
2 Jan 2021 01:18:00.000,280.247,011.204,101.201
2 Jan 2021 01:19:00.000,280.935,010.534,100.531
2 Jan 2021 01:20:00.000,281.578,009.821,099.819
2 Jan 2021 01:21:00.000,282.171,009.071,099.068
2 Jan 2021 01:22:00.000,282.715,008.284,098.282
2 Jan 2021 01:23:00.000,283.207,007.466,097.463
2 Jan 2021 01:24:00.000,283.645,006.619,096.616
2 Jan 2021 01:25:00.000,284.029,005.746,095.744
2 Jan 2021 01:26:00.000,284.357,004.852,094.849
2 Jan 2021 01:27:00.000,284.628,003.939,093.936
2 Jan 2021 01:28:00.000,284.842,003.011,093.008
2 Jan 2021 01:29:00.000,284.999,002.071,092.068
2 Jan 2021 01:30:00.000,285.097,001.124,091.121
2 Jan 2021 01:31:00.000,285.137,000.172,090.170
2 Jan 2021 01:32:00.000,285.118,-00.780,089.217
2 Jan 2021 01:33:00.000,285.041,-01.729,088.268
2 Jan 2021 01:34:00.000,284.905,-02.672,087.325
2 Jan 2021 01:35:00.000,284.712,-03.604,086.393
2 Jan 2021 01:36:00.000,284.461,-04.523,085.474
2 Jan 2021 01:37:00.000,284.153,-05.425,084.572
2 Jan 2021 01:38:00.000,283.789,-06.306,083.691
2 Jan 2021 01:39:00.000,283.370,-07.163,082.835
2 Jan 2021 01:40:00.000,282.897,-07.992,082.006
2 Jan 2021 01:41:00.000,282.372,-08.790,081.207
2 Jan 2021 01:42:00.000,281.796,-09.554,080.444
2 Jan 2021 01:43:00.000,281.170,-10.280,079.717
2 Jan 2021 01:44:00.000,280.498,-10.966,079.031
2 Jan 2021 01:45:00.000,279.781,-11.608,078.389
2 Jan 2021 01:46:00.000,279.022,-12.205,077.793
2 Jan 2021 01:47:00.000,278.223,-12.752,077.246
2 Jan 2021 01:48:00.000,277.389,-13.247,076.750
2 Jan 2021 01:49:00.000,276.521,-13.689,076.308
2 Jan 2021 01:50:00.000,275.624,-14.075,075.922
2 Jan 2021 01:51:00.000,274.702,-14.404,075.594
2 Jan 2021 01:52:00.000,273.758,-14.673,075.324
2 Jan 2021 01:53:00.000,272.797,-14.882,075.116
2 Jan 2021 01:54:00.000,271.823,-15.029,074.969
2 Jan 2021 01:55:00.000,270.840,-15.114,074.884
2 Jan 2021 01:56:00.000,269.854,-15.136,074.862
2 Jan 2021 01:57:00.000,268.868,-15.095,074.902
2 Jan 2021 01:58:00.000,267.888,-14.992,075.005
2 Jan 2021 01:59:00.000,266.917,-14.827,075.171
2 Jan 2021 02:00:00.000,265.961,-14.600,075.397
2 Jan 2021 02:01:00.000,265.023,-14.313,075.684
2 Jan 2021 02:02:00.000,264.107,-13.968,076.030
2 Jan 2021 02:03:00.000,263.219,-13.565,076.432
2 Jan 2021 02:04:00.000,262.360,-13.107,076.890
2 Jan 2021 02:05:00.000,261.536,-12.596,077.401
2 Jan 2021 02:06:00.000,260.749,-12.034,077.963
2 Jan 2021 02:07:00.000,260.002,-11.424,078.573
2 Jan 2021 02:08:00.000,259.297,-10.769,079.229
2 Jan 2021 02:09:00.000,258.639,-10.070,079.927
2 Jan 2021 02:10:00.000,258.027,-09.333,080.665
2 Jan 2021 02:11:00.000,257.466,-08.558,081.439
2 Jan 2021 02:12:00.000,256.956,-07.751,082.247
2 Jan 2021 02:13:00.000,256.499,-06.913,083.084
2 Jan 2021 02:14:00.000,256.096,-06.049,083.949
2 Jan 2021 02:15:00.000,255.748,-05.161,084.836
2 Jan 2021 02:16:00.000,255.457,-04.254,085.743
2 Jan 2021 02:17:00.000,255.223,-03.330,086.667
2 Jan 2021 02:18:00.000,255.046,-02.394,087.603
2 Jan 2021 02:19:00.000,254.928,-01.449,088.548
2 Jan 2021 02:20:00.000,254.868,-00.499,089.499
2 Jan 2021 02:21:00.000,254.866,000.454,090.451
2 Jan 2021 02:22:00.000,254.923,001.405,091.402
2 Jan 2021 02:23:00.000,255.038,002.350,092.348
2 Jan 2021 02:24:00.000,255.212,003.287,093.284
2 Jan 2021 02:25:00.000,255.443,004.211,094.209
2 Jan 2021 02:26:00.000,255.731,005.120,095.117
2 Jan 2021 02:27:00.000,256.075,006.008,096.005
2 Jan 2021 02:28:00.000,256.475,006.874,096.871
2 Jan 2021 02:29:00.000,256.929,007.713,097.710
2 Jan 2021 02:30:00.000,257.437,008.523,098.520
2 Jan 2021 02:31:00.000,257.996,009.299,099.296
2 Jan 2021 02:32:00.000,258.604,010.039,100.036
2 Jan 2021 02:33:00.000,259.260,010.739,100.737
2 Jan 2021 02:34:00.000,259.962,011.397,101.395
2 Jan 2021 02:35:00.000,260.707,012.010,102.007
2 Jan 2021 02:36:00.000,261.492,012.575,102.572
2 Jan 2021 02:37:00.000,262.315,013.089,103.086
2 Jan 2021 02:38:00.000,263.172,013.550,103.547
2 Jan 2021 02:39:00.000,264.059,013.955,103.953
2 Jan 2021 02:40:00.000,264.973,014.304,104.301
2 Jan 2021 02:41:00.000,265.910,014.594,104.592
2 Jan 2021 02:42:00.000,266.866,014.824,104.821
2 Jan 2021 02:43:00.000,267.836,014.993,104.990
2 Jan 2021 02:44:00.000,268.816,015.099,105.097
2 Jan 2021 02:45:00.000,269.802,015.144,105.141
2 Jan 2021 02:46:00.000,270.789,015.125,105.122
2 Jan 2021 02:47:00.000,271.772,015.043,105.041
2 Jan 2021 02:48:00.000,272.747,014.900,104.897
2 Jan 2021 02:49:00.000,273.709,014.694,104.691
2 Jan 2021 02:50:00.000,274.654,014.428,104.425
2 Jan 2021 02:51:00.000,275.578,014.103,104.100
2 Jan 2021 02:52:00.000,276.476,013.720,103.717
2 Jan 2021 02:53:00.000,277.346,013.281,103.278
2 Jan 2021 02:54:00.000,278.183,012.788,102.785
2 Jan 2021 02:55:00.000,278.983,012.243,102.241
2 Jan 2021 02:56:00.000,279.745,011.650,101.647
2 Jan 2021 02:57:00.000,280.465,011.010,101.007
2 Jan 2021 02:58:00.000,281.140,010.326,100.323
2 Jan 2021 02:59:00.000,281.768,009.601,099.599
2 Jan 2021 03:00:00.000,282.347,008.839,098.836
2 Jan 2021 03:01:00.000,282.875,008.043,098.040
2 Jan 2021 03:02:00.000,283.351,007.215,097.212
2 Jan 2021 03:03:00.000,283.773,006.359,096.356
2 Jan 2021 03:04:00.000,284.140,005.479,095.476
2 Jan 2021 03:05:00.000,284.451,004.578,094.576
2 Jan 2021 03:06:00.000,284.705,003.660,093.657
2 Jan 2021 03:07:00.000,284.902,002.728,092.725
2 Jan 2021 03:08:00.000,285.041,001.785,091.782
2 Jan 2021 03:09:00.000,285.121,000.836,090.833
2 Jan 2021 03:10:00.000,285.143,-00.117,089.881
2 Jan 2021 03:11:00.000,285.107,-01.069,088.928
2 Jan 2021 03:12:00.000,285.012,-02.017,087.980
2 Jan 2021 03:13:00.000,284.858,-02.957,087.040
2 Jan 2021 03:14:00.000,284.647,-03.886,086.111
2 Jan 2021 03:15:00.000,284.379,-04.801,085.197
2 Jan 2021 03:16:00.000,284.054,-05.697,084.300
2 Jan 2021 03:17:00.000,283.673,-06.571,083.426
2 Jan 2021 03:18:00.000,283.238,-07.420,082.577
2 Jan 2021 03:19:00.000,282.748,-08.241,081.757
2 Jan 2021 03:20:00.000,282.207,-09.029,080.968
2 Jan 2021 03:21:00.000,281.616,-09.782,080.215
2 Jan 2021 03:22:00.000,280.976,-10.497,079.500
2 Jan 2021 03:23:00.000,280.289,-11.170,078.827
2 Jan 2021 03:24:00.000,279.559,-11.799,078.198
2 Jan 2021 03:25:00.000,278.787,-12.381,077.617
2 Jan 2021 03:26:00.000,277.977,-12.913,077.085
2 Jan 2021 03:27:00.000,277.132,-13.393,076.605
2 Jan 2021 03:28:00.000,276.255,-13.818,076.179
2 Jan 2021 03:29:00.000,275.349,-14.187,075.810
2 Jan 2021 03:30:00.000,274.419,-14.498,075.500
2 Jan 2021 03:31:00.000,273.470,-14.749,075.249
2 Jan 2021 03:32:00.000,272.504,-14.939,075.059
2 Jan 2021 03:33:00.000,271.526,-15.067,074.930
2 Jan 2021 03:34:00.000,270.542,-15.133,074.864
2 Jan 2021 03:35:00.000,269.555,-15.136,074.861
2 Jan 2021 03:36:00.000,268.570,-15.077,074.921
2 Jan 2021 03:37:00.000,267.591,-14.954,075.043
2 Jan 2021 03:38:00.000,266.624,-14.770,075.227
2 Jan 2021 03:39:00.000,265.672,-14.525,075.472
2 Jan 2021 03:40:00.000,264.740,-14.220,075.777
2 Jan 2021 03:41:00.000,263.832,-13.857,076.140
2 Jan 2021 03:42:00.000,262.952,-13.437,076.560
2 Jan 2021 03:43:00.000,262.103,-12.963,077.034
2 Jan 2021 03:44:00.000,261.289,-12.436,077.561
2 Jan 2021 03:45:00.000,260.514,-11.859,078.138
2 Jan 2021 03:46:00.000,259.779,-11.235,078.763
2 Jan 2021 03:47:00.000,259.088,-10.565,079.432
2 Jan 2021 03:48:00.000,258.443,-09.855,080.143
2 Jan 2021 03:49:00.000,257.847,-09.105,080.892
2 Jan 2021 03:50:00.000,257.300,-08.320,081.677
2 Jan 2021 03:51:00.000,256.806,-07.502,082.495
2 Jan 2021 03:52:00.000,256.365,-06.656,083.341
2 Jan 2021 03:53:00.000,255.979,-05.784,084.213
2 Jan 2021 03:54:00.000,255.648,-04.890,085.108
2 Jan 2021 03:55:00.000,255.374,-03.977,086.020
2 Jan 2021 03:56:00.000,255.157,-03.049,086.948
2 Jan 2021 03:57:00.000,254.998,-02.109,087.888
2 Jan 2021 03:58:00.000,254.897,-01.162,088.836
2 Jan 2021 03:59:00.000,254.855,-00.210,089.788
2 Jan 2021 04:00:00.000,254.871,000.743,090.740
2 Jan 2021 04:01:00.000,254.945,001.693,091.690
2 Jan 2021 04:02:00.000,255.078,002.637,092.634
2 Jan 2021 04:03:00.000,255.269,003.570,093.568
2 Jan 2021 04:04:00.000,255.518,004.491,094.488
2 Jan 2021 04:05:00.000,255.823,005.394,095.391
2 Jan 2021 04:06:00.000,256.185,006.276,096.273
2 Jan 2021 04:07:00.000,256.602,007.134,097.132
2 Jan 2021 04:08:00.000,257.072,007.965,097.963
2 Jan 2021 04:09:00.000,257.596,008.765,098.763
2 Jan 2021 04:10:00.000,258.170,009.531,099.529
2 Jan 2021 04:11:00.000,258.793,010.260,100.257
2 Jan 2021 04:12:00.000,259.464,010.948,100.946
2 Jan 2021 04:13:00.000,260.180,011.593,101.590
2 Jan 2021 04:14:00.000,260.937,012.192,102.189
2 Jan 2021 04:15:00.000,261.735,012.741,102.739
2 Jan 2021 04:16:00.000,262.568,013.240,103.237
2 Jan 2021 04:17:00.000,263.435,013.684,103.682
2 Jan 2021 04:18:00.000,264.331,014.073,104.070
2 Jan 2021 04:19:00.000,265.253,014.404,104.402
2 Jan 2021 04:20:00.000,266.197,014.676,104.674
2 Jan 2021 04:21:00.000,267.158,014.888,104.885
2 Jan 2021 04:22:00.000,268.132,015.038,105.035
2 Jan 2021 04:23:00.000,269.115,015.126,105.123
2 Jan 2021 04:24:00.000,270.102,015.151,105.148
2 Jan 2021 04:25:00.000,271.088,015.113,105.110
2 Jan 2021 04:26:00.000,272.070,015.013,105.010
2 Jan 2021 04:27:00.000,273.041,014.850,104.847
2 Jan 2021 04:28:00.000,273.999,014.626,104.623
2 Jan 2021 04:29:00.000,274.939,014.342,104.339
2 Jan 2021 04:30:00.000,275.856,013.998,103.996
2 Jan 2021 04:31:00.000,276.746,013.598,103.595
2 Jan 2021 04:32:00.000,277.607,013.142,103.140
2 Jan 2021 04:33:00.000,278.433,012.633,102.631
2 Jan 2021 04:34:00.000,279.223,012.073,102.071
2 Jan 2021 04:35:00.000,279.972,011.465,101.462
2 Jan 2021 04:36:00.000,280.679,010.811,100.808
2 Jan 2021 04:36:02.587,280.708,010.782,100.779
2 Jan 2021 04:38:00.000,281.954,009.378,099.375
2 Jan 2021 04:39:00.000,282.518,008.604,098.602
2 Jan 2021 04:40:00.000,283.031,007.798,097.795
2 Jan 2021 04:41:00.000,283.491,006.961,096.958
2 Jan 2021 04:42:00.000,283.896,006.097,096.094
2 Jan 2021 04:43:00.000,284.246,005.210,095.207
2 Jan 2021 04:44:00.000,284.540,004.303,094.300
2 Jan 2021 04:45:00.000,284.777,003.380,093.377
2 Jan 2021 04:46:00.000,284.957,002.444,092.441
2 Jan 2021 04:47:00.000,285.078,001.498,091.495
2 Jan 2021 04:48:00.000,285.141,000.547,090.544
2 Jan 2021 04:49:00.000,285.145,-00.406,089.591
2 Jan 2021 04:50:00.000,285.090,-01.358,088.640
2 Jan 2021 04:51:00.000,284.978,-02.304,087.693
2 Jan 2021 04:52:00.000,284.807,-03.242,086.755
2 Jan 2021 04:53:00.000,284.578,-04.167,085.830
2 Jan 2021 04:54:00.000,284.292,-05.077,084.920
2 Jan 2021 04:55:00.000,283.950,-05.967,084.030
2 Jan 2021 04:56:00.000,283.552,-06.834,083.163
2 Jan 2021 04:57:00.000,283.100,-07.675,082.322
2 Jan 2021 04:58:00.000,282.595,-08.487,081.510
2 Jan 2021 04:59:00.000,282.038,-09.265,080.732
2 Jan 2021 05:00:00.000,281.432,-10.007,079.990
2 Jan 2021 05:01:00.000,280.777,-10.710,079.287
2 Jan 2021 05:02:00.000,280.077,-11.371,078.627
2 Jan 2021 05:03:00.000,279.333,-11.986,078.012
2 Jan 2021 05:04:00.000,278.549,-12.553,077.444
2 Jan 2021 05:05:00.000,277.728,-13.070,076.928
2 Jan 2021 05:06:00.000,276.872,-13.533,076.464
2 Jan 2021 05:07:00.000,275.985,-13.942,076.055
2 Jan 2021 05:08:00.000,275.072,-14.293,075.704
2 Jan 2021 05:09:00.000,274.135,-14.586,075.411
2 Jan 2021 05:10:00.000,273.179,-14.819,075.178
2 Jan 2021 05:11:00.000,272.209,-14.991,075.007
2 Jan 2021 05:12:00.000,271.229,-15.100,074.897
2 Jan 2021 05:13:00.000,270.242,-15.147,074.850
2 Jan 2021 05:14:00.000,269.255,-15.131,074.866
2 Jan 2021 05:15:00.000,268.271,-15.053,074.945
2 Jan 2021 05:16:00.000,267.295,-14.911,075.086
2 Jan 2021 05:17:00.000,266.332,-14.709,075.289
2 Jan 2021 05:18:00.000,265.385,-14.445,075.552
2 Jan 2021 05:19:00.000,264.459,-14.122,075.875
2 Jan 2021 05:20:00.000,263.559,-13.742,076.256
2 Jan 2021 05:21:00.000,262.688,-13.305,076.693
2 Jan 2021 05:22:00.000,261.849,-12.814,077.183
2 Jan 2021 05:23:00.000,261.046,-12.271,077.726
2 Jan 2021 05:24:00.000,260.282,-11.679,078.318
2 Jan 2021 05:25:00.000,259.560,-11.041,078.956
2 Jan 2021 05:26:00.000,258.882,-10.358,079.639
2 Jan 2021 05:27:00.000,258.252,-09.635,080.362
2 Jan 2021 05:28:00.000,257.670,-08.874,081.123
2 Jan 2021 05:29:00.000,257.139,-08.079,081.919
2 Jan 2021 05:30:00.000,256.661,-07.252,082.746
2 Jan 2021 05:31:00.000,256.236,-06.397,083.601
2 Jan 2021 05:32:00.000,255.866,-05.517,084.480
2 Jan 2021 05:33:00.000,255.552,-04.616,085.381
2 Jan 2021 05:34:00.000,255.295,-03.698,086.299
2 Jan 2021 05:35:00.000,255.096,-02.766,087.231
2 Jan 2021 05:36:00.000,254.955,-01.823,088.174
2 Jan 2021 05:37:00.000,254.871,-00.873,089.124
2 Jan 2021 05:38:00.000,254.847,000.080,090.077
2 Jan 2021 05:39:00.000,254.881,001.032,091.030
2 Jan 2021 05:40:00.000,254.973,001.981,091.978
2 Jan 2021 05:41:00.000,255.124,002.923,092.920
2 Jan 2021 05:42:00.000,255.332,003.853,093.850
2 Jan 2021 05:43:00.000,255.598,004.769,094.766
2 Jan 2021 05:44:00.000,255.921,005.666,095.663
2 Jan 2021 05:45:00.000,256.300,006.542,096.539
2 Jan 2021 05:46:00.000,256.733,007.393,097.390
2 Jan 2021 05:47:00.000,257.220,008.215,098.212
2 Jan 2021 05:48:00.000,257.759,009.006,099.003
2 Jan 2021 05:49:00.000,258.349,009.761,099.758
2 Jan 2021 05:50:00.000,258.987,010.478,100.475
2 Jan 2021 05:51:00.000,259.672,011.153,101.151
2 Jan 2021 05:52:00.000,260.401,011.785,101.782
2 Jan 2021 05:53:00.000,261.171,012.369,102.366
2 Jan 2021 05:54:00.000,261.980,012.904,102.901
2 Jan 2021 05:55:00.000,262.825,013.386,103.384
2 Jan 2021 05:56:00.000,263.701,013.814,103.812
2 Jan 2021 05:57:00.000,264.606,014.186,104.183
2 Jan 2021 05:58:00.000,265.535,014.500,104.497
2 Jan 2021 05:59:00.000,266.485,014.754,104.751
2 Jan 2021 06:00:00.000,267.451,014.947,104.944
2 Jan 2021 06:01:00.000,268.429,015.078,105.075
2 Jan 2021 06:02:00.000,269.414,015.147,105.144
2 Jan 2021 06:03:00.000,270.402,015.153,105.150
2 Jan 2021 06:04:00.000,271.387,015.096,105.093
2 Jan 2021 06:05:00.000,272.367,014.976,104.974
2 Jan 2021 06:06:00.000,273.335,014.795,104.792
2 Jan 2021 06:07:00.000,274.289,014.552,104.550
2 Jan 2021 06:08:00.000,275.222,014.250,104.247
2 Jan 2021 06:09:00.000,276.132,013.889,103.886
2 Jan 2021 06:10:00.000,277.014,013.471,103.469
2 Jan 2021 06:11:00.000,277.865,012.999,102.996
2 Jan 2021 06:12:00.000,278.681,012.474,102.471
2 Jan 2021 06:13:00.000,279.459,011.899,101.896
2 Jan 2021 06:14:00.000,280.196,011.276,101.273
2 Jan 2021 06:15:00.000,280.889,010.609,100.606
2 Jan 2021 06:15:49.006,281.422,010.032,100.029
2 Jan 2021 06:17:00.000,282.136,009.151,099.148
2 Jan 2021 06:18:00.000,282.685,008.367,098.364
2 Jan 2021 06:19:00.000,283.182,007.550,097.547
2 Jan 2021 06:20:00.000,283.626,006.704,096.702
2 Jan 2021 06:21:00.000,284.015,005.833,095.830
2 Jan 2021 06:22:00.000,284.348,004.939,094.936
2 Jan 2021 06:23:00.000,284.625,004.026,094.023
2 Jan 2021 06:24:00.000,284.844,003.098,093.095
2 Jan 2021 06:25:00.000,285.006,002.158,092.156
2 Jan 2021 06:26:00.000,285.110,001.210,091.208
2 Jan 2021 06:27:00.000,285.155,000.258,090.255
2 Jan 2021 06:28:00.000,285.141,-00.695,089.302
2 Jan 2021 06:29:00.000,285.069,-01.646,088.351
2 Jan 2021 06:30:00.000,284.939,-02.591,087.406
2 Jan 2021 06:31:00.000,284.750,-03.526,086.472
2 Jan 2021 06:32:00.000,284.504,-04.447,085.550
2 Jan 2021 06:33:00.000,284.201,-05.352,084.646
2 Jan 2021 06:34:00.000,283.842,-06.236,083.762
2 Jan 2021 06:35:00.000,283.427,-07.096,082.902
2 Jan 2021 06:36:00.000,282.958,-07.929,082.069
2 Jan 2021 06:37:00.000,282.437,-08.731,081.267
2 Jan 2021 06:38:00.000,281.865,-09.499,080.499
2 Jan 2021 06:39:00.000,281.243,-10.230,079.768
2 Jan 2021 06:40:00.000,280.574,-10.920,079.077
2 Jan 2021 06:41:00.000,279.860,-11.567,078.430
2 Jan 2021 06:42:00.000,279.104,-12.169,077.829
2 Jan 2021 06:43:00.000,278.307,-12.721,077.276
2 Jan 2021 06:44:00.000,277.475,-13.222,076.775
2 Jan 2021 06:45:00.000,276.609,-13.669,076.328
2 Jan 2021 06:46:00.000,275.713,-14.061,075.936
2 Jan 2021 06:47:00.000,274.792,-14.395,075.602
2 Jan 2021 06:48:00.000,273.849,-14.670,075.327
2 Jan 2021 06:49:00.000,272.888,-14.884,075.113
2 Jan 2021 06:50:00.000,271.913,-15.037,074.960
2 Jan 2021 06:51:00.000,270.930,-15.128,074.869
2 Jan 2021 06:52:00.000,269.942,-15.156,074.842
2 Jan 2021 06:53:00.000,268.955,-15.121,074.877
2 Jan 2021 06:54:00.000,267.973,-15.023,074.974
2 Jan 2021 06:55:00.000,267.000,-14.863,075.134
2 Jan 2021 06:56:00.000,266.040,-14.642,075.356
2 Jan 2021 06:57:00.000,265.099,-14.360,075.637
2 Jan 2021 06:58:00.000,264.181,-14.019,075.978
2 Jan 2021 06:59:00.000,263.288,-13.621,076.376
2 Jan 2021 07:00:00.000,262.426,-13.167,076.830
2 Jan 2021 07:01:00.000,261.597,-12.660,077.337
2 Jan 2021 07:02:00.000,260.805,-12.102,077.895
2 Jan 2021 07:03:00.000,260.054,-11.495,078.502
2 Jan 2021 07:04:00.000,259.344,-10.843,079.154
2 Jan 2021 07:05:00.000,258.681,-10.148,079.850
2 Jan 2021 07:06:00.000,258.064,-09.412,080.585
2 Jan 2021 07:07:00.000,257.498,-08.640,081.357
2 Jan 2021 07:08:00.000,256.982,-07.834,082.163
2 Jan 2021 07:09:00.000,256.520,-06.998,082.999
2 Jan 2021 07:10:00.000,256.111,-06.135,083.862
2 Jan 2021 07:11:00.000,255.758,-05.248,084.749
2 Jan 2021 07:12:00.000,255.462,-04.341,085.656
2 Jan 2021 07:13:00.000,255.222,-03.418,086.579
2 Jan 2021 07:14:00.000,255.040,-02.482,087.515
2 Jan 2021 07:15:00.000,254.916,-01.536,088.461
2 Jan 2021 07:16:00.000,254.851,-00.585,089.413
2 Jan 2021 07:17:00.000,254.844,000.369,090.366
2 Jan 2021 07:18:00.000,254.896,001.322,091.319
2 Jan 2021 07:19:00.000,255.006,002.269,092.266
2 Jan 2021 07:20:00.000,255.174,003.208,093.205
2 Jan 2021 07:21:00.000,255.400,004.134,094.132
2 Jan 2021 07:22:00.000,255.684,005.045,095.043
2 Jan 2021 07:23:00.000,256.024,005.937,095.934
2 Jan 2021 07:24:00.000,256.419,006.806,096.803
2 Jan 2021 07:25:00.000,256.869,007.649,097.646
2 Jan 2021 07:26:00.000,257.372,008.462,098.460
2 Jan 2021 07:27:00.000,257.927,009.243,099.240
2 Jan 2021 07:28:00.000,258.532,009.987,099.984
2 Jan 2021 07:29:00.000,259.185,010.692,100.690
2 Jan 2021 07:30:00.000,259.884,011.355,101.352
2 Jan 2021 07:31:00.000,260.626,011.973,101.970
2 Jan 2021 07:32:00.000,261.409,012.542,102.540
2 Jan 2021 07:33:00.000,262.229,013.062,103.059
2 Jan 2021 07:34:00.000,263.084,013.528,103.526
2 Jan 2021 07:35:00.000,263.970,013.940,103.937
2 Jan 2021 07:36:00.000,264.883,014.294,104.291
2 Jan 2021 07:37:00.000,265.820,014.590,104.587
2 Jan 2021 07:38:00.000,266.775,014.825,104.823
2 Jan 2021 07:39:00.000,267.746,015.000,104.997
2 Jan 2021 07:40:00.000,268.727,015.112,105.110
2 Jan 2021 07:41:00.000,269.713,015.162,105.159
2 Jan 2021 07:42:00.000,270.702,015.149,105.146
2 Jan 2021 07:43:00.000,271.686,015.073,105.070
2 Jan 2021 07:44:00.000,272.664,014.935,104.932
2 Jan 2021 07:45:00.000,273.628,014.734,104.732
2 Jan 2021 07:46:00.000,274.576,014.473,104.471
2 Jan 2021 07:47:00.000,275.504,014.153,104.150
2 Jan 2021 07:48:00.000,276.406,013.774,103.772
2 Jan 2021 07:48:36.115,276.935,013.519,103.517
2 Jan 2021 07:50:00.000,278.120,012.851,102.848
2 Jan 2021 07:51:00.000,278.926,012.310,102.308
2 Jan 2021 07:52:00.000,279.692,011.720,101.717
2 Jan 2021 07:53:00.000,280.416,011.083,101.080
2 Jan 2021 07:54:00.000,281.096,010.402,100.400
2 Jan 2021 07:55:00.000,281.729,009.680,099.678
2 Jan 2021 07:56:00.000,282.314,008.920,098.918
2 Jan 2021 07:57:00.000,282.847,008.126,098.123
2 Jan 2021 07:58:00.000,283.328,007.300,097.297
2 Jan 2021 07:59:00.000,283.756,006.445,096.442
2 Jan 2021 08:00:00.000,284.128,005.566,095.563
2 Jan 2021 08:01:00.000,284.445,004.666,094.663
2 Jan 2021 08:02:00.000,284.704,003.748,093.745
2 Jan 2021 08:03:00.000,284.907,002.815,092.812
2 Jan 2021 08:04:00.000,285.051,001.872,091.869
2 Jan 2021 08:05:00.000,285.137,000.922,090.919
2 Jan 2021 08:06:00.000,285.164,-00.032,089.966
2 Jan 2021 08:07:00.000,285.133,-00.985,089.012
2 Jan 2021 08:08:00.000,285.043,-01.935,088.062
2 Jan 2021 08:09:00.000,284.894,-02.877,087.120
2 Jan 2021 08:10:00.000,284.688,-03.809,086.189
2 Jan 2021 08:11:00.000,284.425,-04.726,085.271
2 Jan 2021 08:12:00.000,284.104,-05.625,084.372
2 Jan 2021 08:13:00.000,283.728,-06.502,083.495
2 Jan 2021 08:14:00.000,283.297,-07.355,082.642
2 Jan 2021 08:15:00.000,282.812,-08.179,081.818
2 Jan 2021 08:16:00.000,282.275,-08.972,081.026
2 Jan 2021 08:17:00.000,281.687,-09.729,080.268
2 Jan 2021 08:18:00.000,281.050,-10.448,079.549
2 Jan 2021 08:19:00.000,280.367,-11.126,078.871
2 Jan 2021 08:20:00.000,279.639,-11.760,078.237
2 Jan 2021 08:21:00.000,278.870,-12.347,077.650
2 Jan 2021 08:22:00.000,278.062,-12.884,077.113
2 Jan 2021 08:23:00.000,277.219,-13.370,076.628
2 Jan 2021 08:24:00.000,276.343,-13.801,076.197
2 Jan 2021 08:25:00.000,275.439,-14.175,075.822
2 Jan 2021 08:26:00.000,274.510,-14.492,075.506
2 Jan 2021 08:27:00.000,273.560,-14.748,075.249
2 Jan 2021 08:28:00.000,272.594,-14.944,075.053
2 Jan 2021 08:29:00.000,271.616,-15.079,074.919
2 Jan 2021 08:30:00.000,270.631,-15.150,074.847
2 Jan 2021 08:31:00.000,269.642,-15.159,074.838
2 Jan 2021 08:32:00.000,268.655,-15.105,074.893
2 Jan 2021 08:33:00.000,267.675,-14.988,075.009
2 Jan 2021 08:34:00.000,266.705,-14.809,075.188
2 Jan 2021 08:35:00.000,265.750,-14.569,075.428
2 Jan 2021 08:36:00.000,264.815,-14.269,075.728
2 Jan 2021 08:37:00.000,263.904,-13.911,076.087
2 Jan 2021 08:38:00.000,263.020,-13.495,076.502
2 Jan 2021 08:39:00.000,262.167,-13.025,076.972
2 Jan 2021 08:40:00.000,261.348,-12.502,077.495
2 Jan 2021 08:41:00.000,260.568,-11.928,078.069
2 Jan 2021 08:42:00.000,259.829,-11.307,078.690
2 Jan 2021 08:43:00.000,259.133,-10.641,079.356
2 Jan 2021 08:44:00.000,258.483,-09.933,080.064
2 Jan 2021 08:45:00.000,257.881,-09.186,080.811
2 Jan 2021 08:46:00.000,257.330,-08.403,081.595
2 Jan 2021 08:47:00.000,256.830,-07.587,082.410
2 Jan 2021 08:48:00.000,256.383,-06.742,083.256
2 Jan 2021 08:49:00.000,255.992,-05.871,084.127
2 Jan 2021 08:50:00.000,255.656,-04.977,085.020
2 Jan 2021 08:51:00.000,255.376,-04.064,085.933
2 Jan 2021 08:52:00.000,255.154,-03.136,086.861
2 Jan 2021 08:53:00.000,254.989,-02.196,087.801
2 Jan 2021 08:54:00.000,254.883,-01.248,088.749
