% View factor matrix generated on Montag, 18. Juni 2018
% One row per source, e.g. row n: n -> target
% Row / column 1: Bench
% Row / column 2: Electronics
% Row / column 3: Payload
% Row / column 4: Panel_XM
% Row / column 5: Panel_XP
% Row / column 6: Panel_YM
% Row / column 7: Panel_YP
% Row / column 8: Panel_ZM
% Row / column 9: Panel_ZP
% Row is source
0	0.2259	0.0000	0.0778	0.0778	0.0814	0.0815	0.2732	0.0000	
0.4427	0	0.3544	0.0340	0.0339	0.0340	0.0338	0.0001	0.0000	
0.0000	0.1820	0	0.1414	0.1414	0.1414	0.1414	0.0000	0.0910	
0.0050	0.1603	0.0011	0	0.0106	0.0499	0.0496	0.0003	0.0172	
0.0050	0.1603	0.0011	0.0106	0	0.0496	0.0499	0.0003	0.0173	
0.0050	0.1530	0.0010	0.0360	0.0362	0	0.0106	0.0003	0.0165	
0.0050	0.1530	0.0010	0.0362	0.0360	0.0106	0	0.0003	0.0165	
0.4762	0.0001	0.0000	0.0119	0.0119	0.0119	0.0119	0	0.0000	
0.0000	0.0000	0.3513	0.0119	0.0119	0.0119	0.0119	0.0000	0	
