"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
349,28 Feb 2020 14:31:42.904,28 Feb 2020 14:41:10.098,567.194
350,28 Feb 2020 16:03:59.606,28 Feb 2020 16:15:34.010,694.404
351,28 Feb 2020 17:40:43.377,28 Feb 2020 17:47:56.501,433.125
352,29 Feb 2020 03:30:47.169,29 Feb 2020 03:39:39.270,532.101
353,29 Feb 2020 05:03:44.833,29 Feb 2020 05:15:19.724,694.892
354,29 Feb 2020 06:38:27.718,29 Feb 2020 06:46:50.426,502.709
355,29 Feb 2020 14:13:48.980,29 Feb 2020 14:22:06.608,497.628
356,29 Feb 2020 15:45:16.397,29 Feb 2020 15:56:50.918,694.521
357,29 Feb 2020 17:20:52.996,29 Feb 2020 17:29:50.541,537.546
358,1 Mar 2020 03:12:42.514,1 Mar 2020 03:19:47.145,424.631
359,1 Mar 2020 04:45:01.963,1 Mar 2020 04:56:35.926,693.963
360,1 Mar 2020 06:19:24.672,1 Mar 2020 06:28:55.684,571.012
361,1 Mar 2020 13:56:10.208,1 Mar 2020 14:02:53.981,403.773
362,1 Mar 2020 15:26:42.250,1 Mar 2020 15:38:04.424,682.174
363,1 Mar 2020 17:01:23.500,1 Mar 2020 17:11:30.159,606.659
364,2 Mar 2020 02:55:16.744,2 Mar 2020 02:59:09.219,232.475
365,2 Mar 2020 04:26:22.888,2 Mar 2020 04:37:42.657,679.768
366,2 Mar 2020 06:00:27.240,2 Mar 2020 06:10:49.411,622.172
367,2 Mar 2020 13:38:57.272,2 Mar 2020 13:43:21.606,264.334
368,2 Mar 2020 15:08:17.124,2 Mar 2020 15:19:14.589,657.464
369,2 Mar 2020 16:42:08.662,2 Mar 2020 16:53:01.266,652.604
370,3 Mar 2020 04:07:48.371,3 Mar 2020 04:18:39.042,650.671
371,3 Mar 2020 05:41:34.029,3 Mar 2020 05:52:33.100,659.071
372,3 Mar 2020 07:17:23.901,3 Mar 2020 07:21:57.627,273.726
373,3 Mar 2020 14:50:01.316,3 Mar 2020 15:00:21.176,619.861
374,3 Mar 2020 16:23:05.619,3 Mar 2020 16:34:26.487,680.869
375,3 Mar 2020 18:01:31.243,3 Mar 2020 18:05:38.763,247.520
376,4 Mar 2020 03:49:19.844,4 Mar 2020 03:59:23.527,603.683
377,4 Mar 2020 05:22:44.372,4 Mar 2020 05:34:07.492,683.120
378,4 Mar 2020 06:57:53.202,4 Mar 2020 07:04:42.694,409.491
379,4 Mar 2020 14:31:55.605,4 Mar 2020 14:41:23.494,567.889
380,4 Mar 2020 16:04:12.863,4 Mar 2020 16:15:47.191,694.328
381,4 Mar 2020 17:40:57.536,4 Mar 2020 17:48:09.144,431.607
382,5 Mar 2020 03:31:00.015,5 Mar 2020 03:39:53.142,533.126
383,5 Mar 2020 05:03:58.052,5 Mar 2020 05:15:32.878,694.827
384,5 Mar 2020 06:38:41.207,5 Mar 2020 06:47:02.972,501.765
385,5 Mar 2020 14:14:01.531,5 Mar 2020 14:22:20.082,498.551
386,5 Mar 2020 15:45:29.547,5 Mar 2020 15:57:04.139,694.592
387,5 Mar 2020 17:21:06.844,5 Mar 2020 17:30:03.416,536.572
388,6 Mar 2020 03:12:55.109,6 Mar 2020 03:20:01.346,426.236
389,6 Mar 2020 04:45:15.138,6 Mar 2020 04:56:49.190,694.052
390,6 Mar 2020 06:19:38.079,6 Mar 2020 06:29:08.382,570.303
391,6 Mar 2020 13:56:22.548,6 Mar 2020 14:03:07.595,405.046
392,6 Mar 2020 15:26:55.294,6 Mar 2020 15:38:17.682,682.388
393,6 Mar 2020 17:01:37.153,6 Mar 2020 17:11:43.155,606.003
394,7 Mar 2020 02:55:28.421,7 Mar 2020 02:59:24.420,235.999
395,7 Mar 2020 04:26:36.014,7 Mar 2020 04:37:56.036,680.022
396,7 Mar 2020 06:00:40.587,7 Mar 2020 06:11:02.236,621.648
397,7 Mar 2020 13:39:09.162,7 Mar 2020 13:43:35.596,266.434
398,7 Mar 2020 15:08:30.062,7 Mar 2020 15:19:27.886,657.824
399,7 Mar 2020 16:42:22.162,7 Mar 2020 16:53:14.342,652.180
400,8 Mar 2020 04:08:01.435,8 Mar 2020 04:18:52.552,651.117
401,8 Mar 2020 05:41:47.330,8 Mar 2020 05:52:46.038,658.708
402,8 Mar 2020 07:17:37.909,8 Mar 2020 07:22:09.511,271.603
403,8 Mar 2020 14:50:14.141,8 Mar 2020 15:00:34.517,620.376
404,8 Mar 2020 16:23:18.991,8 Mar 2020 16:34:39.621,680.630
405,8 Mar 2020 18:01:46.308,8 Mar 2020 18:05:50.586,244.277
406,9 Mar 2020 03:49:32.823,9 Mar 2020 03:59:37.191,604.367
407,9 Mar 2020 05:22:57.632,9 Mar 2020 05:34:20.538,682.907
408,9 Mar 2020 06:58:06.834,9 Mar 2020 07:04:55.024,408.190
409,9 Mar 2020 14:32:08.306,9 Mar 2020 14:41:36.889,568.584
410,9 Mar 2020 16:04:26.121,9 Mar 2020 16:16:00.372,694.250
411,9 Mar 2020 17:41:11.702,9 Mar 2020 17:48:21.780,430.078
412,10 Mar 2020 03:31:12.865,10 Mar 2020 03:40:07.009,534.144
413,10 Mar 2020 05:04:11.271,10 Mar 2020 05:15:46.031,694.760
414,10 Mar 2020 06:38:54.696,10 Mar 2020 06:47:15.517,500.821
415,10 Mar 2020 14:14:14.083,10 Mar 2020 14:22:33.558,499.475
416,10 Mar 2020 15:45:42.698,10 Mar 2020 15:57:17.360,694.662
417,10 Mar 2020 17:21:20.697,10 Mar 2020 17:30:16.287,535.590
418,11 Mar 2020 03:13:07.712,11 Mar 2020 03:20:15.537,427.825
419,11 Mar 2020 04:45:28.315,11 Mar 2020 04:57:02.453,694.138
420,11 Mar 2020 06:19:51.485,11 Mar 2020 06:29:21.082,569.597
421,11 Mar 2020 13:56:34.890,11 Mar 2020 14:03:21.209,406.320
422,11 Mar 2020 15:27:08.340,11 Mar 2020 15:38:30.941,682.601
423,11 Mar 2020 17:01:50.808,11 Mar 2020 17:11:56.150,605.342
424,12 Mar 2020 02:55:40.134,12 Mar 2020 02:59:39.589,239.455
425,12 Mar 2020 04:26:49.142,12 Mar 2020 04:38:09.415,680.273
426,12 Mar 2020 06:00:53.936,12 Mar 2020 06:11:15.060,621.124
427,12 Mar 2020 13:39:21.059,12 Mar 2020 13:43:49.585,268.526
428,12 Mar 2020 15:08:43.002,12 Mar 2020 15:19:41.185,658.183
429,12 Mar 2020 16:42:35.666,12 Mar 2020 16:53:27.417,651.751
430,13 Mar 2020 04:08:14.502,13 Mar 2020 04:19:06.061,651.559
431,13 Mar 2020 05:42:00.633,13 Mar 2020 05:52:58.976,658.344
432,13 Mar 2020 07:17:51.922,13 Mar 2020 07:22:21.391,269.468
433,13 Mar 2020 14:50:26.970,13 Mar 2020 15:00:47.860,620.890
434,13 Mar 2020 16:23:32.368,13 Mar 2020 16:34:52.756,680.388
435,13 Mar 2020 18:02:01.405,13 Mar 2020 18:06:02.381,240.975
436,14 Mar 2020 03:49:45.807,14 Mar 2020 03:59:50.854,605.047
437,14 Mar 2020 05:23:10.894,14 Mar 2020 05:34:33.586,682.692
438,14 Mar 2020 06:58:20.469,14 Mar 2020 07:05:07.354,406.885
439,14 Mar 2020 14:32:21.010,14 Mar 2020 14:41:50.288,569.278
440,14 Mar 2020 16:04:39.383,14 Mar 2020 16:16:13.553,694.170
441,14 Mar 2020 17:41:25.877,14 Mar 2020 17:48:34.413,428.535
442,15 Mar 2020 03:31:25.720,15 Mar 2020 03:40:20.877,535.156
443,15 Mar 2020 05:04:24.494,15 Mar 2020 05:15:59.186,694.692
444,15 Mar 2020 06:39:08.188,15 Mar 2020 06:47:28.062,499.874
445,15 Mar 2020 14:14:26.638,15 Mar 2020 14:22:47.030,500.392
446,15 Mar 2020 15:45:55.852,15 Mar 2020 15:57:30.582,694.730
447,15 Mar 2020 17:21:34.555,15 Mar 2020 17:30:29.158,534.603
448,16 Mar 2020 03:13:20.327,16 Mar 2020 03:20:29.729,429.402
449,16 Mar 2020 04:45:41.495,16 Mar 2020 04:57:15.715,694.220
450,16 Mar 2020 06:20:04.894,16 Mar 2020 06:29:33.780,568.886
451,16 Mar 2020 13:56:47.236,16 Mar 2020 14:03:34.824,407.588
452,16 Mar 2020 15:27:21.389,16 Mar 2020 15:38:44.202,682.813
453,16 Mar 2020 17:02:04.463,16 Mar 2020 17:12:09.146,604.683
454,17 Mar 2020 02:55:51.876,17 Mar 2020 02:59:54.731,242.856
455,17 Mar 2020 04:27:02.273,17 Mar 2020 04:38:22.794,680.522
456,17 Mar 2020 06:01:07.287,17 Mar 2020 06:11:27.885,620.597
457,17 Mar 2020 13:39:32.966,17 Mar 2020 13:44:03.567,270.600
458,17 Mar 2020 15:08:55.945,17 Mar 2020 15:19:54.485,658.540
459,17 Mar 2020 16:42:49.172,17 Mar 2020 16:53:40.493,651.321
460,18 Mar 2020 04:08:27.571,18 Mar 2020 04:19:19.570,652.000
461,18 Mar 2020 05:42:13.938,18 Mar 2020 05:53:11.915,657.977
462,18 Mar 2020 07:18:05.947,18 Mar 2020 07:22:33.260,267.313
463,18 Mar 2020 14:50:39.804,18 Mar 2020 15:01:01.200,621.395
464,18 Mar 2020 16:23:45.750,18 Mar 2020 16:35:05.886,680.136
465,18 Mar 2020 18:02:16.530,18 Mar 2020 18:06:14.151,237.621
466,19 Mar 2020 03:49:58.788,19 Mar 2020 04:00:04.513,605.725
467,19 Mar 2020 05:23:24.161,19 Mar 2020 05:34:46.636,682.475
468,19 Mar 2020 06:58:34.111,19 Mar 2020 07:05:19.677,405.566
469,19 Mar 2020 14:32:33.711,19 Mar 2020 14:42:03.683,569.971
470,19 Mar 2020 16:04:52.646,19 Mar 2020 16:16:26.734,694.089
471,19 Mar 2020 17:41:40.061,19 Mar 2020 17:48:47.045,426.984
472,20 Mar 2020 03:31:38.573,20 Mar 2020 03:40:34.739,536.166
473,20 Mar 2020 05:04:37.716,20 Mar 2020 05:16:12.338,694.623
474,20 Mar 2020 06:39:21.679,20 Mar 2020 06:47:40.604,498.925
475,20 Mar 2020 14:14:39.199,20 Mar 2020 14:23:00.506,501.307
476,20 Mar 2020 15:46:09.007,20 Mar 2020 15:57:43.800,694.793
477,20 Mar 2020 17:21:48.415,20 Mar 2020 17:30:42.025,533.611
478,21 Mar 2020 03:13:32.938,21 Mar 2020 03:20:43.911,430.973
479,21 Mar 2020 04:45:54.678,21 Mar 2020 04:57:28.976,694.298
480,21 Mar 2020 06:20:18.302,21 Mar 2020 06:29:46.476,568.174
481,21 Mar 2020 13:56:59.586,21 Mar 2020 14:03:48.433,408.847
482,21 Mar 2020 15:27:34.439,21 Mar 2020 15:38:57.458,683.019
483,21 Mar 2020 17:02:18.125,21 Mar 2020 17:12:22.140,604.014
484,22 Mar 2020 02:56:03.647,22 Mar 2020 03:00:09.841,246.193
485,22 Mar 2020 04:27:15.404,22 Mar 2020 04:38:36.167,680.764
486,22 Mar 2020 06:01:20.638,22 Mar 2020 06:11:40.708,620.070
487,22 Mar 2020 13:39:44.879,22 Mar 2020 13:44:17.543,272.665
488,22 Mar 2020 15:09:08.888,22 Mar 2020 15:20:07.784,658.896
489,22 Mar 2020 16:43:02.681,22 Mar 2020 16:53:53.568,650.887
490,23 Mar 2020 04:08:40.641,23 Mar 2020 04:19:33.077,652.436
491,23 Mar 2020 05:42:27.242,23 Mar 2020 05:53:24.852,657.610
492,23 Mar 2020 07:18:19.975,23 Mar 2020 07:22:45.123,265.148
493,23 Mar 2020 14:50:52.635,23 Mar 2020 15:01:14.543,621.908
494,23 Mar 2020 16:23:59.130,23 Mar 2020 16:35:19.020,679.890
495,23 Mar 2020 18:02:31.687,23 Mar 2020 18:06:25.888,234.200
496,24 Mar 2020 03:50:11.776,24 Mar 2020 04:00:18.173,606.397
497,24 Mar 2020 05:23:37.425,24 Mar 2020 05:34:59.682,682.257
498,24 Mar 2020 06:58:47.749,24 Mar 2020 07:05:32.003,404.254
499,24 Mar 2020 14:32:46.418,24 Mar 2020 14:42:17.080,570.662
500,24 Mar 2020 16:05:05.911,24 Mar 2020 16:16:39.915,694.005
501,24 Mar 2020 17:41:54.248,24 Mar 2020 17:48:59.667,425.418
502,25 Mar 2020 03:31:51.435,25 Mar 2020 03:40:48.600,537.164
503,25 Mar 2020 05:04:50.939,25 Mar 2020 05:16:25.490,694.551
504,25 Mar 2020 06:39:35.171,25 Mar 2020 06:47:53.148,497.976
505,25 Mar 2020 14:14:51.757,25 Mar 2020 14:23:13.985,502.228
506,25 Mar 2020 15:46:22.165,25 Mar 2020 15:57:57.023,694.858
507,25 Mar 2020 17:22:02.281,25 Mar 2020 17:30:54.890,532.610
508,26 Mar 2020 03:13:45.561,26 Mar 2020 03:20:58.089,432.528
509,26 Mar 2020 04:46:07.860,26 Mar 2020 04:57:42.237,694.377
510,26 Mar 2020 06:20:31.712,26 Mar 2020 06:29:59.173,567.461
511,26 Mar 2020 13:57:11.936,26 Mar 2020 14:04:02.049,410.113
512,26 Mar 2020 15:27:47.491,26 Mar 2020 15:39:10.719,683.228
513,26 Mar 2020 17:02:31.791,26 Mar 2020 17:12:35.132,603.341
514,27 Mar 2020 02:56:15.450,27 Mar 2020 03:00:24.923,249.473
515,27 Mar 2020 04:27:28.538,27 Mar 2020 04:38:49.545,681.007
516,27 Mar 2020 06:01:33.990,27 Mar 2020 06:11:53.532,619.542
517,27 Mar 2020 13:39:56.798,27 Mar 2020 13:44:31.518,274.720
518,27 Mar 2020 15:09:21.834,27 Mar 2020 15:20:21.086,659.252
519,27 Mar 2020 16:43:16.193,27 Mar 2020 16:54:06.642,650.449
520,28 Mar 2020 04:08:53.715,28 Mar 2020 04:19:46.584,652.869
521,28 Mar 2020 05:42:40.548,28 Mar 2020 05:53:37.790,657.242
522,28 Mar 2020 07:18:34.012,28 Mar 2020 07:22:56.980,262.968
523,28 Mar 2020 14:51:05.469,28 Mar 2020 15:01:27.889,622.420
524,28 Mar 2020 16:24:12.513,28 Mar 2020 16:35:32.154,679.641
525,28 Mar 2020 18:02:46.880,28 Mar 2020 18:06:37.594,230.714
526,29 Mar 2020 03:50:24.768,29 Mar 2020 04:00:31.833,607.065
527,29 Mar 2020 05:23:50.690,29 Mar 2020 05:35:12.728,682.038
528,29 Mar 2020 06:59:01.389,29 Mar 2020 07:05:44.328,402.939
529,29 Mar 2020 14:32:59.127,29 Mar 2020 14:42:30.480,571.353
530,29 Mar 2020 16:05:19.179,29 Mar 2020 16:16:53.098,693.919
531,29 Mar 2020 17:42:08.444,29 Mar 2020 17:49:12.283,423.839
532,30 Mar 2020 03:32:04.301,30 Mar 2020 03:41:02.459,538.157
533,30 Mar 2020 05:05:04.165,30 Mar 2020 05:16:38.643,694.478
534,30 Mar 2020 06:39:48.666,30 Mar 2020 06:48:05.691,497.025
535,30 Mar 2020 14:15:04.317,30 Mar 2020 14:23:27.464,503.147
536,30 Mar 2020 15:46:35.329,30 Mar 2020 15:58:10.246,694.917
537,30 Mar 2020 17:22:16.151,30 Mar 2020 17:31:07.754,531.603
538,31 Mar 2020 03:13:58.190,31 Mar 2020 03:21:12.263,434.073
539,31 Mar 2020 04:46:21.044,31 Mar 2020 04:57:55.499,694.455
540,31 Mar 2020 06:20:45.124,31 Mar 2020 06:30:11.870,566.746
541,31 Mar 2020 13:57:24.288,31 Mar 2020 14:04:15.664,411.375
542,31 Mar 2020 15:28:00.546,31 Mar 2020 15:39:23.981,683.436
543,31 Mar 2020 17:02:45.460,31 Mar 2020 17:12:48.123,602.664
544,1 Apr 2020 02:56:27.278,1 Apr 2020 03:00:39.982,252.704
545,1 Apr 2020 04:27:41.673,1 Apr 2020 04:39:02.921,681.249
546,1 Apr 2020 06:01:47.343,1 Apr 2020 06:12:06.355,619.012
547,1 Apr 2020 13:40:08.727,1 Apr 2020 13:44:45.486,276.759
548,1 Apr 2020 15:09:34.781,1 Apr 2020 15:20:34.385,659.604
549,1 Apr 2020 16:43:29.707,1 Apr 2020 16:54:19.716,650.009
550,2 Apr 2020 04:09:06.790,2 Apr 2020 04:20:00.090,653.299
551,2 Apr 2020 05:42:53.855,2 Apr 2020 05:53:50.727,656.872
552,2 Apr 2020 07:18:48.058,2 Apr 2020 07:23:08.827,260.769
553,2 Apr 2020 14:51:18.300,2 Apr 2020 15:01:41.237,622.937
554,2 Apr 2020 16:24:25.894,2 Apr 2020 16:35:45.292,679.398
555,2 Apr 2020 18:03:02.106,2 Apr 2020 18:06:49.270,227.164
556,3 Apr 2020 03:50:37.766,3 Apr 2020 04:00:45.493,607.727
557,3 Apr 2020 05:24:03.956,3 Apr 2020 05:35:25.772,681.816
558,3 Apr 2020 06:59:15.027,3 Apr 2020 07:05:56.655,401.628
559,3 Apr 2020 14:33:11.838,3 Apr 2020 14:42:43.883,572.045
560,3 Apr 2020 16:05:32.446,3 Apr 2020 16:17:06.280,693.835
561,3 Apr 2020 17:42:22.646,3 Apr 2020 17:49:24.900,422.254
562,4 Apr 2020 03:32:17.172,4 Apr 2020 03:41:16.313,539.141
563,4 Apr 2020 05:05:17.392,4 Apr 2020 05:16:51.794,694.402
564,4 Apr 2020 06:40:02.161,4 Apr 2020 06:48:18.232,496.071
565,4 Apr 2020 14:15:16.879,4 Apr 2020 14:23:40.942,504.063
566,4 Apr 2020 15:46:48.485,4 Apr 2020 15:58:23.469,694.983
567,4 Apr 2020 17:22:30.024,4 Apr 2020 17:31:20.615,530.590
568,5 Apr 2020 03:14:10.824,5 Apr 2020 03:21:26.431,435.606
569,5 Apr 2020 04:46:34.228,5 Apr 2020 04:58:08.758,694.530
570,5 Apr 2020 06:20:58.535,5 Apr 2020 06:30:24.564,566.029
571,5 Apr 2020 13:57:36.643,5 Apr 2020 14:04:29.277,412.634
572,5 Apr 2020 15:28:13.601,5 Apr 2020 15:39:37.242,683.642
573,5 Apr 2020 17:02:59.130,5 Apr 2020 17:13:01.112,601.982
574,6 Apr 2020 02:56:39.132,6 Apr 2020 03:00:55.013,255.881
575,6 Apr 2020 04:27:54.808,6 Apr 2020 04:39:16.296,681.487
576,6 Apr 2020 06:02:00.695,6 Apr 2020 06:12:19.177,618.482
577,6 Apr 2020 13:40:20.660,6 Apr 2020 13:44:59.448,278.788
578,6 Apr 2020 15:09:47.729,6 Apr 2020 15:20:47.686,659.957
579,6 Apr 2020 16:43:43.222,6 Apr 2020 16:54:32.787,649.565
580,7 Apr 2020 04:09:19.866,7 Apr 2020 04:20:13.593,653.726
581,7 Apr 2020 05:43:07.161,7 Apr 2020 05:54:03.663,656.501
582,7 Apr 2020 07:19:02.109,7 Apr 2020 07:23:20.667,258.558
583,7 Apr 2020 14:51:31.135,7 Apr 2020 15:01:54.581,623.447
584,7 Apr 2020 16:24:39.280,7 Apr 2020 16:35:58.424,679.144
585,7 Apr 2020 18:03:17.367,7 Apr 2020 18:07:00.908,223.541
586,8 Apr 2020 03:50:50.761,8 Apr 2020 04:00:59.147,608.386
587,8 Apr 2020 05:24:17.218,8 Apr 2020 05:35:38.816,681.598
588,8 Apr 2020 06:59:28.668,8 Apr 2020 07:06:08.976,400.308
589,8 Apr 2020 14:33:24.549,8 Apr 2020 14:42:57.284,572.735
590,8 Apr 2020 16:05:45.716,8 Apr 2020 16:17:19.461,693.744
591,8 Apr 2020 17:42:36.854,8 Apr 2020 17:49:37.505,420.651
592,9 Apr 2020 03:32:30.046,9 Apr 2020 03:41:30.165,540.119
593,9 Apr 2020 05:05:30.619,9 Apr 2020 05:17:04.944,694.326
594,9 Apr 2020 06:40:15.655,9 Apr 2020 06:48:30.772,495.117
595,9 Apr 2020 14:15:29.441,9 Apr 2020 14:23:54.422,504.980
596,9 Apr 2020 15:47:01.648,9 Apr 2020 15:58:36.691,695.043
597,9 Apr 2020 17:22:43.905,9 Apr 2020 17:31:33.472,529.567
598,10 Apr 2020 03:14:23.467,10 Apr 2020 03:21:40.593,437.126
599,10 Apr 2020 04:46:47.413,10 Apr 2020 04:58:22.017,694.603
600,10 Apr 2020 06:21:11.943,10 Apr 2020 06:30:37.259,565.316
601,10 Apr 2020 13:57:48.999,10 Apr 2020 14:04:42.893,413.894
602,10 Apr 2020 15:28:26.658,10 Apr 2020 15:39:50.504,683.847
603,10 Apr 2020 17:03:12.805,10 Apr 2020 17:13:14.100,601.295
604,11 Apr 2020 02:56:51.015,11 Apr 2020 03:01:10.019,259.005
605,11 Apr 2020 04:28:07.947,11 Apr 2020 04:39:29.670,681.723
606,11 Apr 2020 06:02:14.050,11 Apr 2020 06:12:31.999,617.949
607,11 Apr 2020 13:40:32.600,11 Apr 2020 13:45:13.409,280.809
608,11 Apr 2020 15:10:00.679,11 Apr 2020 15:21:00.989,660.309
609,11 Apr 2020 16:43:56.742,11 Apr 2020 16:54:45.859,649.118
610,12 Apr 2020 04:09:32.946,12 Apr 2020 04:20:27.096,654.150
611,12 Apr 2020 05:43:20.470,12 Apr 2020 05:54:16.599,656.129
612,12 Apr 2020 07:19:16.169,12 Apr 2020 07:23:32.501,256.331
613,12 Apr 2020 14:51:43.973,12 Apr 2020 15:02:07.928,623.955
614,12 Apr 2020 16:24:52.670,12 Apr 2020 16:36:11.557,678.887
615,12 Apr 2020 18:03:32.667,12 Apr 2020 18:07:12.511,219.844
616,13 Apr 2020 03:51:03.760,13 Apr 2020 04:01:12.802,609.041
617,13 Apr 2020 05:24:30.486,13 Apr 2020 05:35:51.860,681.374
618,13 Apr 2020 06:59:42.313,13 Apr 2020 07:06:21.297,398.983
619,13 Apr 2020 14:33:37.263,13 Apr 2020 14:43:10.686,573.423
620,13 Apr 2020 16:05:58.990,13 Apr 2020 16:17:32.642,693.652
621,13 Apr 2020 17:42:51.070,13 Apr 2020 17:49:50.106,419.036
622,14 Apr 2020 03:32:42.922,14 Apr 2020 03:41:44.016,541.094
623,14 Apr 2020 05:05:43.847,14 Apr 2020 05:17:18.094,694.247
624,14 Apr 2020 06:40:29.151,14 Apr 2020 06:48:43.312,494.161
625,14 Apr 2020 14:15:42.006,14 Apr 2020 14:24:07.902,505.895
626,14 Apr 2020 15:47:14.812,14 Apr 2020 15:58:49.914,695.102
627,14 Apr 2020 17:22:57.787,14 Apr 2020 17:31:46.328,528.541
628,15 Apr 2020 03:14:36.118,15 Apr 2020 03:21:54.755,438.637
629,15 Apr 2020 04:47:00.601,15 Apr 2020 04:58:35.275,694.675
630,15 Apr 2020 06:21:25.354,15 Apr 2020 06:30:49.953,564.599
631,15 Apr 2020 13:58:01.357,15 Apr 2020 14:04:56.506,415.149
632,15 Apr 2020 15:28:39.716,15 Apr 2020 15:40:03.766,684.050
633,15 Apr 2020 17:03:26.480,15 Apr 2020 17:13:27.086,600.606
634,16 Apr 2020 02:57:02.919,16 Apr 2020 03:01:25.003,262.084
635,16 Apr 2020 04:28:21.086,16 Apr 2020 04:39:43.043,681.957
636,16 Apr 2020 06:02:27.406,16 Apr 2020 06:12:44.820,617.414
637,16 Apr 2020 13:40:44.547,16 Apr 2020 13:45:27.363,282.815
638,16 Apr 2020 15:10:13.631,16 Apr 2020 15:21:14.291,660.660
639,16 Apr 2020 16:44:10.262,16 Apr 2020 16:54:58.930,648.667
640,17 Apr 2020 04:09:46.025,17 Apr 2020 04:20:40.596,654.571
641,17 Apr 2020 05:43:33.778,17 Apr 2020 05:54:29.536,655.758
642,17 Apr 2020 07:19:30.236,17 Apr 2020 07:23:44.323,254.087
643,17 Apr 2020 14:51:56.811,17 Apr 2020 15:02:21.274,624.462
644,17 Apr 2020 16:25:06.060,17 Apr 2020 16:36:24.688,678.628
645,17 Apr 2020 18:03:48.001,17 Apr 2020 18:07:24.077,216.076
646,18 Apr 2020 03:51:16.760,18 Apr 2020 04:01:26.452,609.692
647,18 Apr 2020 05:24:43.753,18 Apr 2020 05:36:04.902,681.149
648,18 Apr 2020 06:59:55.958,18 Apr 2020 07:06:33.614,397.656
649,18 Apr 2020 14:33:49.977,18 Apr 2020 14:43:24.087,574.110
650,18 Apr 2020 16:06:12.264,18 Apr 2020 16:17:45.821,693.558
651,18 Apr 2020 17:43:05.292,18 Apr 2020 17:50:02.697,417.406
652,19 Apr 2020 03:32:55.796,19 Apr 2020 03:41:57.864,542.067
653,19 Apr 2020 05:05:57.075,19 Apr 2020 05:17:31.242,694.167
654,19 Apr 2020 06:40:42.646,19 Apr 2020 06:48:55.850,493.204
655,19 Apr 2020 14:15:54.571,19 Apr 2020 14:24:21.381,506.809
656,19 Apr 2020 15:47:27.981,19 Apr 2020 15:59:03.136,695.155
657,19 Apr 2020 17:23:11.668,19 Apr 2020 17:31:59.179,527.511
658,20 Apr 2020 03:14:48.771,20 Apr 2020 03:22:08.901,440.130
659,20 Apr 2020 04:47:13.787,20 Apr 2020 04:58:48.531,694.744
660,20 Apr 2020 06:21:38.764,20 Apr 2020 06:31:02.645,563.881
661,20 Apr 2020 13:58:13.717,20 Apr 2020 14:05:10.120,416.403
662,20 Apr 2020 15:28:52.775,20 Apr 2020 15:40:17.027,684.252
663,20 Apr 2020 17:03:40.159,20 Apr 2020 17:13:40.069,599.910
664,21 Apr 2020 02:57:14.849,21 Apr 2020 03:01:39.960,265.111
665,21 Apr 2020 04:28:34.225,21 Apr 2020 04:39:56.413,682.188
666,21 Apr 2020 06:02:40.761,21 Apr 2020 06:12:57.640,616.879
667,21 Apr 2020 13:40:56.498,21 Apr 2020 13:45:41.313,284.815
668,21 Apr 2020 15:10:26.582,21 Apr 2020 15:21:27.592,661.010
669,21 Apr 2020 16:44:23.784,21 Apr 2020 16:55:11.998,648.213
670,22 Apr 2020 04:09:59.107,22 Apr 2020 04:20:54.094,654.987
671,22 Apr 2020 05:43:47.085,22 Apr 2020 05:54:42.470,655.385
672,22 Apr 2020 07:19:44.308,22 Apr 2020 07:23:56.141,251.833
673,22 Apr 2020 14:52:09.651,22 Apr 2020 15:02:34.620,624.969
674,22 Apr 2020 16:25:19.452,22 Apr 2020 16:36:37.818,678.366
675,22 Apr 2020 18:04:03.382,22 Apr 2020 18:07:35.597,212.216
676,23 Apr 2020 03:51:29.762,23 Apr 2020 04:01:40.100,610.338
677,23 Apr 2020 05:24:57.021,23 Apr 2020 05:36:17.944,680.923
678,23 Apr 2020 07:00:09.602,23 Apr 2020 07:06:45.931,396.328
679,23 Apr 2020 14:34:02.691,23 Apr 2020 14:43:37.489,574.797
680,23 Apr 2020 16:06:25.539,23 Apr 2020 16:17:59.000,693.461
681,23 Apr 2020 17:43:19.522,23 Apr 2020 17:50:15.282,415.761
682,24 Apr 2020 03:33:08.679,24 Apr 2020 03:42:11.707,543.028
683,24 Apr 2020 05:06:10.304,24 Apr 2020 05:17:44.389,694.086
684,24 Apr 2020 06:40:56.140,24 Apr 2020 06:49:08.388,492.248
685,24 Apr 2020 14:16:07.138,24 Apr 2020 14:24:34.862,507.724
686,24 Apr 2020 15:47:41.148,24 Apr 2020 15:59:16.357,695.209
687,24 Apr 2020 17:23:25.558,24 Apr 2020 17:32:12.027,526.469
688,25 Apr 2020 03:15:01.430,25 Apr 2020 03:22:23.046,441.615
689,25 Apr 2020 04:47:26.976,25 Apr 2020 04:59:01.787,694.811
690,25 Apr 2020 06:21:52.176,25 Apr 2020 06:31:15.338,563.162
691,25 Apr 2020 13:58:26.079,25 Apr 2020 14:05:23.735,417.656
692,25 Apr 2020 15:29:05.836,25 Apr 2020 15:40:30.289,684.453
693,25 Apr 2020 17:03:53.839,25 Apr 2020 17:13:53.051,599.212
694,26 Apr 2020 02:57:26.803,26 Apr 2020 03:01:54.895,268.092
695,26 Apr 2020 04:28:47.367,26 Apr 2020 04:40:09.784,682.417
696,26 Apr 2020 06:02:54.110,26 Apr 2020 06:13:10.459,616.349
697,26 Apr 2020 13:41:08.456,26 Apr 2020 13:45:55.261,286.805
