"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
71,13 Jan 2020 05:39:21.095,13 Jan 2020 05:50:23.704,662.608
72,13 Jan 2020 07:15:04.281,13 Jan 2020 07:19:58.390,294.109
73,13 Jan 2020 14:47:53.176,13 Jan 2020 14:58:07.812,614.636
74,13 Jan 2020 16:20:52.033,13 Jan 2020 16:32:15.165,683.132
75,13 Jan 2020 17:59:01.946,13 Jan 2020 18:03:39.333,277.387
76,14 Jan 2020 03:47:10.184,14 Jan 2020 03:57:06.824,596.640
77,14 Jan 2020 05:20:31.854,14 Jan 2020 05:31:57.016,685.162
78,14 Jan 2020 06:55:37.030,14 Jan 2020 07:02:39.293,422.262
79,14 Jan 2020 14:29:48.709,14 Jan 2020 14:39:09.577,560.868
80,14 Jan 2020 16:02:00.405,14 Jan 2020 16:13:35.413,695.007
81,14 Jan 2020 17:38:36.237,14 Jan 2020 17:46:02.563,446.326
82,15 Jan 2020 03:28:51.711,15 Jan 2020 03:37:34.352,522.640
83,15 Jan 2020 05:01:45.939,15 Jan 2020 05:13:21.334,695.394
84,15 Jan 2020 06:36:26.415,15 Jan 2020 06:44:57.483,511.069
85,15 Jan 2020 14:11:56.148,15 Jan 2020 14:20:05.362,489.214
86,15 Jan 2020 15:43:18.163,15 Jan 2020 15:54:51.959,693.797
87,15 Jan 2020 17:18:48.547,15 Jan 2020 17:27:54.626,546.079
88,16 Jan 2020 03:10:49.436,16 Jan 2020 03:17:39.139,409.703
89,16 Jan 2020 04:43:03.465,16 Jan 2020 04:54:36.548,693.083
90,16 Jan 2020 06:17:24.091,16 Jan 2020 06:27:01.389,577.298
91,16 Jan 2020 13:54:19.308,16 Jan 2020 14:00:51.441,392.132
92,16 Jan 2020 15:24:44.951,16 Jan 2020 15:36:05.132,680.181
93,16 Jan 2020 16:59:20.784,16 Jan 2020 17:09:33.175,612.392
94,17 Jan 2020 02:53:33.319,17 Jan 2020 02:56:50.801,197.482
95,17 Jan 2020 04:24:24.840,17 Jan 2020 04:35:42.224,677.384
96,17 Jan 2020 05:58:27.176,17 Jan 2020 06:08:53.980,626.804
97,17 Jan 2020 13:37:10.698,17 Jan 2020 13:41:15.381,244.683
98,17 Jan 2020 15:06:20.780,17 Jan 2020 15:17:14.952,654.172
99,17 Jan 2020 16:40:07.286,17 Jan 2020 16:51:03.586,656.299
100,18 Jan 2020 04:05:50.891,18 Jan 2020 04:16:37.428,646.537
101,18 Jan 2020 05:39:34.381,18 Jan 2020 05:50:36.644,662.263
102,18 Jan 2020 07:15:18.205,18 Jan 2020 07:20:10.346,292.141
103,18 Jan 2020 14:48:05.979,18 Jan 2020 14:58:21.145,615.166
104,18 Jan 2020 16:21:05.381,18 Jan 2020 16:32:28.295,682.914
105,18 Jan 2020 17:59:16.778,18 Jan 2020 18:03:51.358,274.580
106,19 Jan 2020 03:47:23.138,19 Jan 2020 03:57:20.499,597.360
107,19 Jan 2020 05:20:45.099,19 Jan 2020 05:32:10.064,684.965
108,19 Jan 2020 06:55:50.633,19 Jan 2020 07:02:51.642,421.008
109,19 Jan 2020 14:30:01.387,19 Jan 2020 14:39:22.966,561.578
110,19 Jan 2020 16:02:13.640,19 Jan 2020 16:13:48.588,694.947
111,19 Jan 2020 17:38:50.339,19 Jan 2020 17:46:15.239,444.901
112,20 Jan 2020 03:29:04.526,20 Jan 2020 03:37:48.239,523.713
113,20 Jan 2020 05:01:59.143,20 Jan 2020 05:13:34.489,695.345
114,20 Jan 2020 06:36:39.881,20 Jan 2020 06:45:10.036,510.156
115,20 Jan 2020 14:12:08.674,20 Jan 2020 14:20:18.832,490.158
116,20 Jan 2020 15:43:31.291,20 Jan 2020 15:55:05.174,693.883
117,20 Jan 2020 17:19:02.358,20 Jan 2020 17:28:07.510,545.152
118,21 Jan 2020 03:11:01.974,21 Jan 2020 03:17:53.381,411.407
119,21 Jan 2020 04:43:16.624,21 Jan 2020 04:54:49.813,693.188
120,21 Jan 2020 06:17:37.482,21 Jan 2020 06:27:14.090,576.608
121,21 Jan 2020 13:54:31.616,21 Jan 2020 14:01:05.058,393.442
122,21 Jan 2020 15:24:57.975,21 Jan 2020 15:36:18.384,680.408
123,21 Jan 2020 16:59:34.405,21 Jan 2020 17:09:46.174,611.769
124,22 Jan 2020 02:53:44.637,22 Jan 2020 02:57:06.348,201.711
125,22 Jan 2020 04:24:37.949,22 Jan 2020 04:35:55.606,677.658
126,22 Jan 2020 05:58:40.510,22 Jan 2020 06:09:06.806,626.296
127,22 Jan 2020 13:37:22.497,22 Jan 2020 13:41:29.435,246.938
128,22 Jan 2020 15:06:33.698,22 Jan 2020 15:17:28.241,654.543
129,22 Jan 2020 16:40:20.758,22 Jan 2020 16:51:16.660,655.902
130,23 Jan 2020 04:06:03.935,23 Jan 2020 04:16:50.942,647.007
131,23 Jan 2020 05:39:47.669,23 Jan 2020 05:50:49.585,661.916
132,23 Jan 2020 07:15:32.138,23 Jan 2020 07:20:22.293,290.155
133,23 Jan 2020 14:48:18.787,23 Jan 2020 14:58:34.478,615.691
134,23 Jan 2020 16:21:18.725,23 Jan 2020 16:32:41.425,682.700
135,23 Jan 2020 17:59:31.627,23 Jan 2020 18:04:03.371,271.744
136,24 Jan 2020 03:47:36.094,24 Jan 2020 03:57:34.171,598.078
137,24 Jan 2020 05:20:58.343,24 Jan 2020 05:32:23.111,684.768
138,24 Jan 2020 06:56:04.239,24 Jan 2020 07:03:03.987,419.748
139,24 Jan 2020 14:30:14.068,24 Jan 2020 14:39:36.354,562.286
140,24 Jan 2020 16:02:26.876,24 Jan 2020 16:14:01.762,694.886
141,24 Jan 2020 17:39:04.445,24 Jan 2020 17:46:27.908,443.463
142,25 Jan 2020 03:29:17.343,25 Jan 2020 03:38:02.124,524.781
143,25 Jan 2020 05:02:12.348,25 Jan 2020 05:13:47.643,695.295
144,25 Jan 2020 06:36:53.352,25 Jan 2020 06:45:22.587,509.235
145,25 Jan 2020 14:12:21.203,25 Jan 2020 14:20:32.301,491.099
146,25 Jan 2020 15:43:44.421,25 Jan 2020 15:55:18.388,693.967
147,25 Jan 2020 17:19:16.172,25 Jan 2020 17:28:20.392,544.220
148,26 Jan 2020 03:11:14.518,26 Jan 2020 03:18:07.617,413.098
149,26 Jan 2020 04:43:29.785,26 Jan 2020 04:55:03.076,693.292
150,26 Jan 2020 06:17:50.874,26 Jan 2020 06:27:26.790,575.917
151,26 Jan 2020 13:54:43.926,26 Jan 2020 14:01:18.675,394.749
152,26 Jan 2020 15:25:11.001,26 Jan 2020 15:36:31.635,680.634
153,26 Jan 2020 16:59:48.029,26 Jan 2020 17:09:59.172,611.143
154,27 Jan 2020 02:53:56.005,27 Jan 2020 02:57:21.844,205.839
155,27 Jan 2020 04:24:51.059,27 Jan 2020 04:36:08.988,677.929
156,27 Jan 2020 05:58:53.844,27 Jan 2020 06:09:19.632,625.788
157,27 Jan 2020 13:37:34.304,27 Jan 2020 13:41:43.482,249.178
158,27 Jan 2020 15:06:46.617,27 Jan 2020 15:17:41.531,654.914
159,27 Jan 2020 16:40:34.236,27 Jan 2020 16:51:29.734,655.498
160,28 Jan 2020 04:06:16.981,28 Jan 2020 04:17:04.455,647.474
161,28 Jan 2020 05:40:00.957,28 Jan 2020 05:51:02.524,661.567
162,28 Jan 2020 07:15:46.078,28 Jan 2020 07:20:34.235,288.157
163,28 Jan 2020 14:48:31.597,28 Jan 2020 14:58:47.812,616.215
164,28 Jan 2020 16:21:32.077,28 Jan 2020 16:32:54.555,682.478
165,28 Jan 2020 17:59:46.499,28 Jan 2020 18:04:15.363,268.864
166,29 Jan 2020 03:47:49.053,29 Jan 2020 03:57:47.843,598.791
167,29 Jan 2020 05:21:11.590,29 Jan 2020 05:32:36.159,684.569
168,29 Jan 2020 06:56:17.847,29 Jan 2020 07:03:16.332,418.485
169,29 Jan 2020 14:30:26.751,29 Jan 2020 14:39:49.744,562.993
170,29 Jan 2020 16:02:40.116,29 Jan 2020 16:14:14.939,694.822
171,29 Jan 2020 17:39:18.559,29 Jan 2020 17:46:40.573,442.014
172,30 Jan 2020 03:29:30.165,30 Jan 2020 03:38:16.003,525.838
173,30 Jan 2020 05:02:25.555,30 Jan 2020 05:14:00.797,695.243
174,30 Jan 2020 06:37:06.826,30 Jan 2020 06:45:35.138,508.312
175,30 Jan 2020 14:12:33.734,30 Jan 2020 14:20:45.773,492.039
176,30 Jan 2020 15:43:57.554,30 Jan 2020 15:55:31.603,694.049
177,30 Jan 2020 17:19:29.992,30 Jan 2020 17:28:33.273,543.282
178,31 Jan 2020 03:11:27.071,31 Jan 2020 03:18:21.849,414.778
179,31 Jan 2020 04:43:42.948,31 Jan 2020 04:55:16.341,693.393
180,31 Jan 2020 06:18:04.268,31 Jan 2020 06:27:39.491,575.223
181,31 Jan 2020 13:54:56.241,31 Jan 2020 14:01:32.292,396.052
182,31 Jan 2020 15:25:24.030,31 Jan 2020 15:36:44.888,680.859
183,31 Jan 2020 17:00:01.658,31 Jan 2020 17:10:12.170,610.513
184,1 Feb 2020 02:54:07.420,1 Feb 2020 02:57:37.298,209.879
185,1 Feb 2020 04:25:04.172,1 Feb 2020 04:36:22.370,678.199
186,1 Feb 2020 05:59:07.182,1 Feb 2020 06:09:32.458,625.277
187,1 Feb 2020 13:37:46.125,1 Feb 2020 13:41:57.522,251.398
188,1 Feb 2020 15:06:59.541,1 Feb 2020 15:17:54.823,655.283
189,1 Feb 2020 16:40:47.717,1 Feb 2020 16:51:42.810,655.093
190,2 Feb 2020 04:06:30.031,2 Feb 2020 04:17:17.970,647.939
191,2 Feb 2020 05:40:14.249,2 Feb 2020 05:51:15.464,661.216
192,2 Feb 2020 07:16:00.028,2 Feb 2020 07:20:46.170,286.142
193,2 Feb 2020 14:48:44.408,2 Feb 2020 14:59:01.147,616.739
194,2 Feb 2020 16:21:45.433,2 Feb 2020 16:33:07.688,682.255
195,2 Feb 2020 18:00:01.393,2 Feb 2020 18:04:27.339,265.946
196,3 Feb 2020 03:48:02.014,3 Feb 2020 03:58:01.516,599.501
197,3 Feb 2020 05:21:24.840,3 Feb 2020 05:32:49.207,684.367
198,3 Feb 2020 06:56:31.461,3 Feb 2020 07:03:28.675,417.214
199,3 Feb 2020 14:30:39.437,3 Feb 2020 14:40:03.134,563.697
200,3 Feb 2020 16:02:53.359,3 Feb 2020 16:14:28.116,694.757
201,3 Feb 2020 17:39:32.679,3 Feb 2020 17:46:53.236,440.557
202,4 Feb 2020 03:29:42.990,4 Feb 2020 03:38:29.886,526.896
203,4 Feb 2020 05:02:38.764,4 Feb 2020 05:14:13.952,695.189
204,4 Feb 2020 06:37:20.304,4 Feb 2020 06:45:47.688,507.384
205,4 Feb 2020 14:12:46.270,4 Feb 2020 14:20:59.244,492.974
206,4 Feb 2020 15:44:10.690,4 Feb 2020 15:55:44.820,694.130
207,4 Feb 2020 17:19:43.815,4 Feb 2020 17:28:46.155,542.340
208,5 Feb 2020 03:11:39.628,5 Feb 2020 03:18:36.077,416.449
209,5 Feb 2020 04:43:56.114,5 Feb 2020 04:55:29.606,693.492
210,5 Feb 2020 06:18:17.666,5 Feb 2020 06:27:52.192,574.526
211,5 Feb 2020 13:55:08.560,5 Feb 2020 14:01:45.907,397.347
212,5 Feb 2020 15:25:37.061,5 Feb 2020 15:36:58.142,681.081
213,5 Feb 2020 17:00:15.289,5 Feb 2020 17:10:25.170,609.880
214,6 Feb 2020 02:54:18.874,6 Feb 2020 02:57:52.713,213.839
215,6 Feb 2020 04:25:17.286,6 Feb 2020 04:36:35.752,678.466
216,6 Feb 2020 05:59:20.521,6 Feb 2020 06:09:45.284,624.763
217,6 Feb 2020 13:37:57.959,6 Feb 2020 13:42:11.552,253.593
218,6 Feb 2020 15:07:12.466,6 Feb 2020 15:18:08.115,655.650
219,6 Feb 2020 16:41:01.200,6 Feb 2020 16:51:55.885,654.685
220,7 Feb 2020 04:06:43.081,7 Feb 2020 04:17:31.483,648.402
221,7 Feb 2020 05:40:27.541,7 Feb 2020 05:51:28.403,660.862
222,7 Feb 2020 07:16:13.987,7 Feb 2020 07:20:58.096,284.109
223,7 Feb 2020 14:48:57.221,7 Feb 2020 14:59:14.483,617.262
224,7 Feb 2020 16:21:58.790,7 Feb 2020 16:33:20.819,682.030
225,7 Feb 2020 18:00:16.306,7 Feb 2020 18:04:39.296,262.990
226,8 Feb 2020 03:48:14.977,8 Feb 2020 03:58:15.186,600.209
227,8 Feb 2020 05:21:38.096,8 Feb 2020 05:33:02.254,684.158
228,8 Feb 2020 06:56:45.077,8 Feb 2020 07:03:41.015,415.938
229,8 Feb 2020 14:30:52.125,8 Feb 2020 14:40:16.524,564.399
230,8 Feb 2020 16:03:06.603,8 Feb 2020 16:14:41.293,694.690
231,8 Feb 2020 17:39:46.804,8 Feb 2020 17:47:05.895,439.091
232,9 Feb 2020 03:29:55.817,9 Feb 2020 03:38:43.766,527.949
233,9 Feb 2020 05:02:51.973,9 Feb 2020 05:14:27.106,695.133
234,9 Feb 2020 06:37:33.782,9 Feb 2020 06:46:00.236,506.454
235,9 Feb 2020 14:12:58.807,9 Feb 2020 14:21:12.714,493.908
236,9 Feb 2020 15:44:23.827,9 Feb 2020 15:55:58.037,694.210
237,9 Feb 2020 17:19:57.642,9 Feb 2020 17:28:59.034,541.393
238,10 Feb 2020 03:11:52.191,10 Feb 2020 03:18:50.299,418.108
239,10 Feb 2020 04:44:09.280,10 Feb 2020 04:55:42.869,693.590
240,10 Feb 2020 06:18:31.063,10 Feb 2020 06:28:04.891,573.827
241,10 Feb 2020 13:55:20.882,10 Feb 2020 14:01:59.522,398.640
242,10 Feb 2020 15:25:50.093,10 Feb 2020 15:37:11.396,681.303
243,10 Feb 2020 17:00:28.923,10 Feb 2020 17:10:38.167,609.244
244,11 Feb 2020 02:54:30.373,11 Feb 2020 02:58:08.085,217.712
245,11 Feb 2020 04:25:30.402,11 Feb 2020 04:36:49.133,678.731
246,11 Feb 2020 05:59:33.860,11 Feb 2020 06:09:58.109,624.249
247,11 Feb 2020 13:38:09.801,11 Feb 2020 13:42:25.576,255.775
248,11 Feb 2020 15:07:25.392,11 Feb 2020 15:18:21.408,656.016
249,11 Feb 2020 16:41:14.686,11 Feb 2020 16:52:08.960,654.274
250,12 Feb 2020 04:06:56.134,12 Feb 2020 04:17:44.996,648.862
251,12 Feb 2020 05:40:40.835,12 Feb 2020 05:51:41.342,660.507
252,12 Feb 2020 07:16:27.952,12 Feb 2020 07:21:10.017,282.065
253,12 Feb 2020 14:49:10.035,12 Feb 2020 14:59:27.819,617.784
254,12 Feb 2020 16:22:12.150,12 Feb 2020 16:33:33.952,681.802
255,12 Feb 2020 18:00:31.244,12 Feb 2020 18:04:51.231,259.986
256,13 Feb 2020 03:48:27.944,13 Feb 2020 03:58:28.856,600.911
257,13 Feb 2020 05:21:51.344,13 Feb 2020 05:33:15.302,683.958
258,13 Feb 2020 06:56:58.695,13 Feb 2020 07:03:53.354,414.659
259,13 Feb 2020 14:31:04.816,13 Feb 2020 14:40:29.917,565.101
260,13 Feb 2020 16:03:19.850,13 Feb 2020 16:14:54.471,694.621
261,13 Feb 2020 17:40:00.938,13 Feb 2020 17:47:18.550,437.612
262,14 Feb 2020 03:30:08.650,14 Feb 2020 03:38:57.645,528.994
263,14 Feb 2020 05:03:05.186,14 Feb 2020 05:14:40.261,695.075
264,14 Feb 2020 06:37:47.263,14 Feb 2020 06:46:12.785,505.522
265,14 Feb 2020 14:13:11.347,14 Feb 2020 14:21:26.187,494.840
266,14 Feb 2020 15:44:36.967,14 Feb 2020 15:56:11.255,694.288
267,14 Feb 2020 17:20:11.474,14 Feb 2020 17:29:11.913,540.439
268,15 Feb 2020 03:12:04.762,15 Feb 2020 03:19:04.517,419.755
269,15 Feb 2020 04:44:22.449,15 Feb 2020 04:55:56.134,693.685
270,15 Feb 2020 06:18:44.462,15 Feb 2020 06:28:17.591,573.129
271,15 Feb 2020 13:55:33.213,15 Feb 2020 14:02:13.133,399.920
272,15 Feb 2020 15:26:03.129,15 Feb 2020 15:37:24.652,681.523
273,15 Feb 2020 17:00:42.562,15 Feb 2020 17:10:51.167,608.605
274,16 Feb 2020 02:54:41.911,16 Feb 2020 02:58:23.422,221.511
275,16 Feb 2020 04:25:43.521,16 Feb 2020 04:37:02.514,678.994
276,16 Feb 2020 05:59:47.203,16 Feb 2020 06:10:10.935,623.732
277,16 Feb 2020 13:38:21.655,16 Feb 2020 13:42:39.593,257.938
278,16 Feb 2020 15:07:38.322,16 Feb 2020 15:18:34.703,656.380
279,16 Feb 2020 16:41:28.177,16 Feb 2020 16:52:22.037,653.860
280,17 Feb 2020 04:07:09.190,17 Feb 2020 04:17:58.509,649.319
281,17 Feb 2020 05:40:54.132,17 Feb 2020 05:51:54.282,660.151
282,17 Feb 2020 07:16:41.928,17 Feb 2020 07:21:21.929,280.001
283,17 Feb 2020 14:49:22.854,17 Feb 2020 14:59:41.157,618.304
284,17 Feb 2020 16:22:25.513,17 Feb 2020 16:33:47.085,681.572
285,17 Feb 2020 18:00:46.206,17 Feb 2020 18:05:03.149,256.943
286,18 Feb 2020 03:48:40.914,18 Feb 2020 03:58:42.525,601.612
287,18 Feb 2020 05:22:04.601,18 Feb 2020 05:33:28.350,683.749
288,18 Feb 2020 06:57:12.319,18 Feb 2020 07:04:05.691,413.372
289,18 Feb 2020 14:31:17.509,18 Feb 2020 14:40:43.310,565.800
290,18 Feb 2020 16:03:33.100,18 Feb 2020 16:15:07.651,694.551
291,18 Feb 2020 17:40:15.077,18 Feb 2020 17:47:31.206,436.129
292,19 Feb 2020 03:30:21.485,19 Feb 2020 03:39:11.522,530.037
293,19 Feb 2020 05:03:18.400,19 Feb 2020 05:14:53.416,695.016
294,19 Feb 2020 06:38:00.747,19 Feb 2020 06:46:25.333,504.586
295,19 Feb 2020 14:13:23.887,19 Feb 2020 14:21:39.660,495.773
296,19 Feb 2020 15:44:50.105,19 Feb 2020 15:56:24.478,694.373
297,19 Feb 2020 17:20:25.310,19 Feb 2020 17:29:24.790,539.479
298,20 Feb 2020 03:12:17.342,20 Feb 2020 03:19:18.731,421.389
299,20 Feb 2020 04:44:35.616,20 Feb 2020 04:56:09.400,693.783
300,20 Feb 2020 06:18:57.865,20 Feb 2020 06:28:30.287,572.422
301,20 Feb 2020 13:55:45.539,20 Feb 2020 14:02:26.751,401.212
302,20 Feb 2020 15:26:16.167,20 Feb 2020 15:37:37.908,681.741
303,20 Feb 2020 17:00:56.203,20 Feb 2020 17:11:04.164,607.961
304,21 Feb 2020 02:54:53.484,21 Feb 2020 02:58:38.722,225.238
305,21 Feb 2020 04:25:56.641,21 Feb 2020 04:37:15.895,679.254
306,21 Feb 2020 06:00:00.547,21 Feb 2020 06:10:23.760,623.213
307,21 Feb 2020 13:38:33.518,21 Feb 2020 13:42:53.601,260.083
308,21 Feb 2020 15:07:51.254,21 Feb 2020 15:18:47.997,656.743
309,21 Feb 2020 16:41:41.668,21 Feb 2020 16:52:35.113,653.445
310,22 Feb 2020 04:07:22.247,22 Feb 2020 04:18:12.018,649.771
311,22 Feb 2020 05:41:07.429,22 Feb 2020 05:52:07.221,659.792
312,22 Feb 2020 07:16:55.911,22 Feb 2020 07:21:33.835,277.924
313,22 Feb 2020 14:49:35.673,22 Feb 2020 14:59:54.495,618.823
314,22 Feb 2020 16:22:38.878,22 Feb 2020 16:34:00.219,681.340
315,22 Feb 2020 18:01:01.191,22 Feb 2020 18:05:15.043,253.852
316,23 Feb 2020 03:48:53.885,23 Feb 2020 03:58:56.193,602.307
317,23 Feb 2020 05:22:17.858,23 Feb 2020 05:33:41.397,683.538
318,23 Feb 2020 06:57:25.943,23 Feb 2020 07:04:18.026,412.083
319,23 Feb 2020 14:31:30.204,23 Feb 2020 14:40:56.703,566.498
320,23 Feb 2020 16:03:46.351,23 Feb 2020 16:15:20.830,694.479
321,23 Feb 2020 17:40:29.223,23 Feb 2020 17:47:43.854,434.632
322,24 Feb 2020 03:30:34.324,24 Feb 2020 03:39:25.396,531.072
323,24 Feb 2020 05:03:31.615,24 Feb 2020 05:15:06.569,694.955
324,24 Feb 2020 06:38:14.231,24 Feb 2020 06:46:37.879,503.648
325,24 Feb 2020 14:13:36.432,24 Feb 2020 14:21:53.133,496.701
326,24 Feb 2020 15:45:03.250,24 Feb 2020 15:56:37.697,694.448
327,24 Feb 2020 17:20:39.150,24 Feb 2020 17:29:37.666,538.516
328,25 Feb 2020 03:12:29.924,25 Feb 2020 03:19:32.940,423.016
329,25 Feb 2020 04:44:48.788,25 Feb 2020 04:56:22.661,693.873
330,25 Feb 2020 06:19:11.267,25 Feb 2020 06:28:42.985,571.718
331,25 Feb 2020 13:55:57.871,25 Feb 2020 14:02:40.366,402.495
332,25 Feb 2020 15:26:29.207,25 Feb 2020 15:37:51.165,681.958
333,25 Feb 2020 17:01:09.848,25 Feb 2020 17:11:17.161,607.313
334,26 Feb 2020 02:55:05.097,26 Feb 2020 02:58:53.986,228.889
335,26 Feb 2020 04:26:09.763,26 Feb 2020 04:37:29.276,679.512
336,26 Feb 2020 06:00:13.892,26 Feb 2020 06:10:36.586,622.694
337,26 Feb 2020 13:38:45.390,26 Feb 2020 13:43:07.607,262.217
338,26 Feb 2020 15:08:04.188,26 Feb 2020 15:19:01.293,657.106
339,26 Feb 2020 16:41:55.164,26 Feb 2020 16:52:48.189,653.025
340,27 Feb 2020 04:07:35.308,27 Feb 2020 04:18:25.530,650.222
341,27 Feb 2020 05:41:20.728,27 Feb 2020 05:52:20.160,659.432
342,27 Feb 2020 07:17:09.901,27 Feb 2020 07:21:45.735,275.835
343,27 Feb 2020 14:49:48.491,27 Feb 2020 15:00:07.835,619.344
344,27 Feb 2020 16:22:52.247,27 Feb 2020 16:34:13.352,681.105
345,27 Feb 2020 18:01:16.204,27 Feb 2020 18:05:26.914,250.709
346,28 Feb 2020 03:49:06.861,28 Feb 2020 03:59:09.860,602.999
347,28 Feb 2020 05:22:31.112,28 Feb 2020 05:33:54.444,683.332
348,28 Feb 2020 06:57:39.571,28 Feb 2020 07:04:30.361,410.791
