"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
346,3 Mar 2020 06:41:20.231,3 Mar 2020 06:52:19.456,659.225
347,3 Mar 2020 08:21:48.395,3 Mar 2020 08:24:50.425,182.031
348,3 Mar 2020 14:39:36.140,3 Mar 2020 14:44:14.928,278.788
349,3 Mar 2020 16:12:56.188,3 Mar 2020 16:24:08.011,671.823
350,3 Mar 2020 17:51:24.414,3 Mar 2020 18:01:35.480,611.066
351,4 Mar 2020 04:10:31.169,4 Mar 2020 04:16:23.115,351.946
352,4 Mar 2020 05:46:17.594,4 Mar 2020 05:57:51.892,694.298
353,4 Mar 2020 07:24:47.012,4 Mar 2020 07:33:53.848,546.836
354,4 Mar 2020 15:19:42.343,4 Mar 2020 15:28:34.945,532.602
355,4 Mar 2020 16:55:33.398,4 Mar 2020 17:07:09.025,695.627
356,4 Mar 2020 18:36:41.964,4 Mar 2020 18:43:09.031,387.067
357,5 Mar 2020 04:51:54.703,5 Mar 2020 05:01:53.767,599.065
358,5 Mar 2020 06:29:16.848,5 Mar 2020 06:40:33.571,676.722
359,5 Mar 2020 08:08:58.662,5 Mar 2020 08:14:11.275,312.613
360,5 Mar 2020 14:29:16.093,5 Mar 2020 14:31:06.898,110.804
361,5 Mar 2020 16:01:11.562,5 Mar 2020 16:12:04.124,652.561
362,5 Mar 2020 17:39:04.300,5 Mar 2020 17:49:47.274,642.974
363,6 Mar 2020 03:59:43.874,6 Mar 2020 04:02:48.644,184.770
364,6 Mar 2020 05:34:21.550,6 Mar 2020 05:45:47.673,686.122
365,6 Mar 2020 07:12:36.759,6 Mar 2020 07:22:23.610,586.851
366,6 Mar 2020 15:08:19.412,6 Mar 2020 15:16:20.677,481.264
367,6 Mar 2020 16:43:34.602,6 Mar 2020 16:55:10.710,696.108
368,6 Mar 2020 18:23:49.178,6 Mar 2020 18:31:43.913,474.735
369,7 Mar 2020 04:40:11.642,7 Mar 2020 04:49:25.124,553.482
370,7 Mar 2020 06:17:15.005,7 Mar 2020 06:28:43.731,688.727
371,7 Mar 2020 07:56:29.767,7 Mar 2020 08:03:08.731,398.964
372,7 Mar 2020 15:49:31.028,7 Mar 2020 15:59:58.575,627.547
373,7 Mar 2020 17:26:49.612,7 Mar 2020 17:37:56.154,666.542
374,8 Mar 2020 05:22:27.462,8 Mar 2020 05:33:39.065,671.603
375,8 Mar 2020 07:00:28.798,8 Mar 2020 07:10:48.595,619.797
376,8 Mar 2020 14:57:03.509,8 Mar 2020 15:04:01.910,418.401
377,8 Mar 2020 16:31:39.781,8 Mar 2020 16:43:10.808,691.026
378,8 Mar 2020 18:11:09.475,8 Mar 2020 18:20:08.508,539.032
379,9 Mar 2020 04:28:34.269,9 Mar 2020 04:36:48.116,493.847
380,9 Mar 2020 06:05:14.689,9 Mar 2020 06:16:49.969,695.280
381,9 Mar 2020 07:44:09.426,9 Mar 2020 07:51:55.085,465.659
382,9 Mar 2020 15:37:54.807,9 Mar 2020 15:47:51.165,596.359
383,9 Mar 2020 17:14:39.777,9 Mar 2020 17:26:02.644,682.867
384,9 Mar 2020 18:58:27.380,9 Mar 2020 18:59:57.620,90.240
385,10 Mar 2020 05:10:35.656,10 Mar 2020 05:21:25.727,650.071
386,10 Mar 2020 06:48:22.772,10 Mar 2020 06:59:09.196,646.424
387,10 Mar 2020 14:45:57.405,10 Mar 2020 14:51:35.886,338.481
388,10 Mar 2020 16:19:48.892,10 Mar 2020 16:31:09.376,680.484
389,10 Mar 2020 17:58:38.796,10 Mar 2020 18:08:26.776,587.981
390,11 Mar 2020 04:17:05.768,11 Mar 2020 04:23:59.483,413.715
391,11 Mar 2020 05:53:15.937,11 Mar 2020 06:04:52.254,696.317
392,11 Mar 2020 07:31:54.112,11 Mar 2020 07:40:33.876,519.765
393,11 Mar 2020 15:26:23.233,11 Mar 2020 15:35:41.574,558.340
394,11 Mar 2020 17:02:34.402,11 Mar 2020 17:14:07.099,692.697
395,11 Mar 2020 18:44:22.430,11 Mar 2020 18:49:39.990,317.559
396,12 Mar 2020 04:58:46.602,12 Mar 2020 05:09:07.142,620.540
397,12 Mar 2020 06:36:18.456,12 Mar 2020 06:47:25.649,667.193
398,12 Mar 2020 08:16:22.995,12 Mar 2020 08:20:28.762,245.767
399,12 Mar 2020 14:35:09.215,12 Mar 2020 14:38:54.505,225.290
400,12 Mar 2020 16:08:01.939,12 Mar 2020 16:19:06.411,664.473
401,12 Mar 2020 17:46:15.147,12 Mar 2020 17:56:40.621,625.475
402,13 Mar 2020 04:05:54.464,13 Mar 2020 04:10:50.769,296.305
403,13 Mar 2020 05:41:18.845,13 Mar 2020 05:52:50.476,691.630
404,13 Mar 2020 07:19:42.252,13 Mar 2020 07:29:06.694,564.442
405,13 Mar 2020 15:14:56.873,13 Mar 2020 15:23:29.268,512.395
406,13 Mar 2020 16:50:33.234,13 Mar 2020 17:02:09.755,696.521
407,13 Mar 2020 18:31:17.757,13 Mar 2020 18:38:25.079,427.322
408,14 Mar 2020 04:47:01.022,14 Mar 2020 04:56:42.538,581.516
409,14 Mar 2020 06:24:15.718,14 Mar 2020 06:35:38.108,682.390
410,14 Mar 2020 08:03:45.005,14 Mar 2020 08:09:36.802,351.797
411,14 Mar 2020 15:56:18.997,14 Mar 2020 16:07:01.850,642.853
412,14 Mar 2020 17:33:57.383,14 Mar 2020 17:44:51.120,653.737
413,15 Mar 2020 05:29:23.588,15 Mar 2020 05:40:44.459,680.870
414,15 Mar 2020 07:07:33.013,15 Mar 2020 07:17:34.405,601.392
415,15 Mar 2020 15:03:36.664,15 Mar 2020 15:11:13.335,456.671
416,15 Mar 2020 16:38:36.108,15 Mar 2020 16:50:10.764,694.655
417,15 Mar 2020 18:18:31.170,15 Mar 2020 18:26:54.946,503.777
418,16 Mar 2020 04:35:20.081,16 Mar 2020 04:44:10.673,530.592
419,16 Mar 2020 06:12:14.512,16 Mar 2020 06:23:46.638,692.126
420,16 Mar 2020 07:51:20.349,16 Mar 2020 07:58:28.958,428.609
421,16 Mar 2020 15:44:40.229,16 Mar 2020 15:54:55.554,615.325
422,16 Mar 2020 17:21:44.776,16 Mar 2020 17:32:58.955,674.180
423,17 Mar 2020 05:17:30.406,17 Mar 2020 05:28:33.933,663.527
424,17 Mar 2020 06:55:25.895,17 Mar 2020 07:05:57.528,631.633
425,17 Mar 2020 14:52:24.360,17 Mar 2020 14:58:52.020,387.660
426,17 Mar 2020 16:26:42.931,17 Mar 2020 16:38:10.222,687.291
427,17 Mar 2020 18:05:55.562,17 Mar 2020 18:15:16.585,561.023
428,18 Mar 2020 04:23:45.867,18 Mar 2020 04:31:29.374,463.508
429,18 Mar 2020 06:00:14.843,18 Mar 2020 06:11:51.236,696.393
430,18 Mar 2020 07:39:02.374,18 Mar 2020 07:47:11.887,489.513
431,18 Mar 2020 15:33:05.897,18 Mar 2020 15:42:47.282,581.385
432,18 Mar 2020 17:09:36.837,18 Mar 2020 17:21:04.561,687.723
433,18 Mar 2020 18:52:17.725,18 Mar 2020 18:55:57.148,219.423
434,19 Mar 2020 05:05:39.678,19 Mar 2020 05:16:18.479,638.802
435,19 Mar 2020 06:43:20.603,19 Mar 2020 06:54:16.377,655.774
436,19 Mar 2020 08:24:01.969,19 Mar 2020 08:26:30.741,148.772
437,19 Mar 2020 14:41:24.062,19 Mar 2020 14:46:21.259,297.197
438,19 Mar 2020 16:14:53.675,19 Mar 2020 16:26:08.156,674.481
439,19 Mar 2020 17:53:27.990,19 Mar 2020 18:03:32.841,604.851
440,20 Mar 2020 04:12:22.902,20 Mar 2020 04:18:34.012,371.110
441,20 Mar 2020 05:48:16.769,20 Mar 2020 05:59:51.843,695.074
442,20 Mar 2020 07:26:48.639,20 Mar 2020 07:35:48.050,539.411
443,20 Mar 2020 15:21:36.414,20 Mar 2020 15:30:36.639,540.225
444,20 Mar 2020 16:57:33.245,20 Mar 2020 17:09:08.243,694.998
445,20 Mar 2020 18:38:52.222,20 Mar 2020 18:45:01.330,369.108
446,21 Mar 2020 04:53:51.966,21 Mar 2020 05:03:57.503,605.537
447,21 Mar 2020 06:31:16.957,21 Mar 2020 06:42:31.150,674.193
448,21 Mar 2020 08:11:04.492,21 Mar 2020 08:15:59.762,295.270
449,21 Mar 2020 14:30:52.051,21 Mar 2020 14:33:24.768,152.717
450,21 Mar 2020 16:03:08.383,21 Mar 2020 16:14:04.537,656.153
451,21 Mar 2020 17:41:06.902,21 Mar 2020 17:51:45.186,638.285
452,22 Mar 2020 04:01:26.221,22 Mar 2020 04:05:09.437,223.216
453,22 Mar 2020 05:36:20.419,22 Mar 2020 05:47:48.324,687.905
454,22 Mar 2020 07:14:37.948,22 Mar 2020 07:24:18.660,580.712
455,22 Mar 2020 15:10:12.470,22 Mar 2020 15:18:22.966,490.496
456,22 Mar 2020 16:45:33.779,22 Mar 2020 16:57:10.198,696.419
457,22 Mar 2020 18:25:56.532,22 Mar 2020 18:33:38.647,462.115
458,23 Mar 2020 04:42:08.140,23 Mar 2020 04:51:30.059,561.918
459,23 Mar 2020 06:19:14.860,23 Mar 2020 06:30:41.967,687.107
460,23 Mar 2020 07:58:33.487,23 Mar 2020 08:04:59.747,386.260
461,23 Mar 2020 15:51:27.157,23 Mar 2020 16:01:59.274,632.117
462,23 Mar 2020 17:28:51.359,23 Mar 2020 17:39:54.510,663.151
463,24 Mar 2020 05:24:25.986,24 Mar 2020 05:35:40.469,674.483
464,24 Mar 2020 07:02:29.636,24 Mar 2020 07:12:44.410,614.774
465,24 Mar 2020 14:58:55.262,24 Mar 2020 15:06:05.080,429.818
466,24 Mar 2020 16:33:38.306,24 Mar 2020 16:45:10.555,692.249
467,24 Mar 2020 18:13:15.030,24 Mar 2020 18:22:04.584,529.553
468,25 Mar 2020 04:30:29.662,25 Mar 2020 04:38:54.614,504.952
469,25 Mar 2020 06:07:14.287,25 Mar 2020 06:18:48.862,694.575
470,25 Mar 2020 07:46:12.054,25 Mar 2020 07:53:47.619,455.565
471,25 Mar 2020 15:39:50.201,25 Mar 2020 15:49:52.188,601.987
472,25 Mar 2020 17:16:40.749,25 Mar 2020 17:28:01.367,680.619
473,26 Mar 2020 05:12:33.773,26 Mar 2020 05:23:27.945,654.172
474,26 Mar 2020 06:50:23.307,26 Mar 2020 07:01:05.719,642.412
475,26 Mar 2020 14:47:47.215,26 Mar 2020 14:53:40.578,353.363
476,26 Mar 2020 16:21:46.760,26 Mar 2020 16:33:09.373,682.612
477,26 Mar 2020 18:00:43.024,26 Mar 2020 18:10:23.742,580.718
478,27 Mar 2020 04:18:59.340,27 Mar 2020 04:26:08.267,428.927
479,27 Mar 2020 05:55:15.271,27 Mar 2020 06:06:51.808,696.537
480,27 Mar 2020 07:33:56.042,27 Mar 2020 07:42:27.528,511.486
481,27 Mar 2020 15:28:17.826,27 Mar 2020 15:37:42.991,565.165
482,27 Mar 2020 17:04:34.654,27 Mar 2020 17:16:06.145,691.490
483,27 Mar 2020 18:46:35.832,27 Mar 2020 18:51:29.444,293.611
484,28 Mar 2020 05:00:44.220,28 Mar 2020 05:11:10.281,626.061
485,28 Mar 2020 06:38:18.718,28 Mar 2020 06:49:22.852,664.134
486,28 Mar 2020 08:18:31.583,28 Mar 2020 08:22:14.240,222.657
487,28 Mar 2020 14:36:54.846,28 Mar 2020 14:41:02.955,248.109
488,28 Mar 2020 16:09:59.153,28 Mar 2020 16:21:06.665,667.513
489,28 Mar 2020 17:48:18.301,28 Mar 2020 17:58:38.232,619.931
490,29 Mar 2020 04:07:44.030,29 Mar 2020 04:13:04.047,320.017
491,29 Mar 2020 05:43:17.896,29 Mar 2020 05:54:50.716,692.820
492,29 Mar 2020 07:21:43.685,29 Mar 2020 07:31:01.269,557.583
493,29 Mar 2020 15:16:50.546,29 Mar 2020 15:25:31.189,520.642
494,29 Mar 2020 16:52:32.804,29 Mar 2020 17:04:09.087,696.283
495,29 Mar 2020 18:33:26.590,29 Mar 2020 18:40:18.614,412.024
496,30 Mar 2020 04:48:57.997,30 Mar 2020 04:58:46.747,588.750
497,30 Mar 2020 06:26:15.725,30 Mar 2020 06:37:35.970,680.244
498,30 Mar 2020 08:05:49.748,30 Mar 2020 08:11:26.560,336.812
499,30 Mar 2020 15:58:15.536,30 Mar 2020 16:09:02.380,646.844
500,30 Mar 2020 17:35:59.618,30 Mar 2020 17:46:49.235,649.617
501,31 Mar 2020 03:57:22.990,31 Mar 2020 03:59:02.557,99.567
502,31 Mar 2020 05:31:22.321,31 Mar 2020 05:42:45.420,683.099
503,31 Mar 2020 07:09:34.052,31 Mar 2020 07:19:29.787,595.736
504,31 Mar 2020 15:05:29.221,31 Mar 2020 15:13:15.947,466.726
505,31 Mar 2020 16:40:35.015,31 Mar 2020 16:52:10.363,695.348
506,31 Mar 2020 18:20:37.695,31 Mar 2020 18:28:50.317,492.622
507,1 Apr 2020 04:37:16.175,1 Apr 2020 04:46:16.207,540.032
508,1 Apr 2020 06:14:14.267,1 Apr 2020 06:25:45.147,690.881
509,1 Apr 2020 07:53:23.549,1 Apr 2020 08:00:20.680,417.131
510,1 Apr 2020 15:46:36.059,1 Apr 2020 15:56:56.382,620.323
511,1 Apr 2020 17:23:46.193,1 Apr 2020 17:34:57.474,671.281
512,2 Apr 2020 05:19:28.770,2 Apr 2020 05:30:35.669,666.899
513,2 Apr 2020 06:57:26.603,2 Apr 2020 07:07:53.644,627.040
514,2 Apr 2020 14:54:15.421,2 Apr 2020 15:00:55.714,400.293
515,2 Apr 2020 16:28:41.182,2 Apr 2020 16:40:10.077,688.895
516,2 Apr 2020 18:08:00.522,2 Apr 2020 18:17:13.077,552.555
517,3 Apr 2020 04:25:40.628,3 Apr 2020 04:33:36.696,476.068
518,3 Apr 2020 06:02:14.334,3 Apr 2020 06:13:50.403,696.069
519,3 Apr 2020 07:41:04.681,3 Apr 2020 07:49:04.919,480.238
520,3 Apr 2020 15:35:00.966,3 Apr 2020 15:44:48.464,587.498
521,3 Apr 2020 17:11:37.503,3 Apr 2020 17:23:03.428,685.925
522,3 Apr 2020 18:54:38.959,3 Apr 2020 18:57:39.067,180.108
523,4 Apr 2020 05:07:37.601,4 Apr 2020 05:18:21.072,643.471
524,4 Apr 2020 06:45:21.023,4 Apr 2020 06:56:13.184,652.161
525,4 Apr 2020 08:26:20.667,4 Apr 2020 08:28:05.865,105.198
526,4 Apr 2020 14:43:12.627,4 Apr 2020 14:48:27.025,314.398
527,4 Apr 2020 16:16:51.274,4 Apr 2020 16:28:08.262,676.988
528,4 Apr 2020 17:55:31.747,4 Apr 2020 18:05:30.100,598.353
529,5 Apr 2020 04:14:15.265,5 Apr 2020 04:20:44.214,388.950
530,5 Apr 2020 05:50:15.987,5 Apr 2020 06:01:51.677,695.690
531,5 Apr 2020 07:28:50.341,5 Apr 2020 07:37:42.105,531.764
532,5 Apr 2020 15:23:30.641,5 Apr 2020 15:32:38.249,547.608
533,5 Apr 2020 16:59:33.208,5 Apr 2020 17:11:07.411,694.203
534,5 Apr 2020 18:41:03.202,5 Apr 2020 18:46:53.006,349.804
535,6 Apr 2020 04:55:49.339,6 Apr 2020 05:06:01.066,611.727
536,6 Apr 2020 06:33:17.112,6 Apr 2020 06:44:28.632,671.520
537,6 Apr 2020 08:13:10.909,6 Apr 2020 08:17:47.598,276.690
538,6 Apr 2020 14:32:32.753,6 Apr 2020 14:35:37.962,185.209
539,6 Apr 2020 16:05:05.319,6 Apr 2020 16:16:04.904,659.585
540,6 Apr 2020 17:43:09.659,6 Apr 2020 17:53:43.024,633.366
541,7 Apr 2020 04:03:11.680,7 Apr 2020 04:07:27.031,255.351
542,7 Apr 2020 05:38:19.340,7 Apr 2020 05:49:48.858,689.518
543,7 Apr 2020 07:16:39.204,7 Apr 2020 07:26:13.579,574.374
544,7 Apr 2020 15:12:05.708,7 Apr 2020 15:20:25.142,499.434
545,7 Apr 2020 16:47:33.065,7 Apr 2020 16:59:09.644,696.579
546,7 Apr 2020 18:28:04.268,7 Apr 2020 18:35:33.085,448.818
547,8 Apr 2020 04:44:04.786,8 Apr 2020 04:53:34.782,569.995
548,8 Apr 2020 06:21:14.758,8 Apr 2020 06:32:40.100,685.342
549,8 Apr 2020 08:00:37.458,8 Apr 2020 08:06:50.450,372.992
550,8 Apr 2020 15:53:23.406,8 Apr 2020 16:03:59.927,636.521
551,8 Apr 2020 17:30:53.245,8 Apr 2020 17:41:52.802,659.558
552,9 Apr 2020 05:26:24.574,9 Apr 2020 05:37:41.745,677.172
553,9 Apr 2020 07:04:30.530,9 Apr 2020 07:14:40.104,609.574
554,9 Apr 2020 15:00:47.268,9 Apr 2020 15:08:08.078,440.810
555,9 Apr 2020 16:35:36.935,9 Apr 2020 16:47:10.259,693.324
556,9 Apr 2020 18:15:20.846,9 Apr 2020 18:24:00.485,519.639
557,10 Apr 2020 04:32:25.276,10 Apr 2020 04:41:00.816,515.540
558,10 Apr 2020 06:09:13.934,10 Apr 2020 06:20:47.645,693.711
559,10 Apr 2020 07:48:14.834,10 Apr 2020 07:55:39.938,445.104
560,10 Apr 2020 15:41:45.720,10 Apr 2020 15:51:53.163,607.443
561,10 Apr 2020 17:18:41.848,10 Apr 2020 17:30:00.043,678.195
562,11 Apr 2020 05:14:31.966,11 Apr 2020 05:25:30.029,658.063
563,11 Apr 2020 06:52:23.893,11 Apr 2020 07:03:02.126,638.233
564,11 Apr 2020 14:49:37.427,11 Apr 2020 14:55:44.943,367.516
565,11 Apr 2020 16:23:44.742,11 Apr 2020 16:35:09.335,684.593
566,11 Apr 2020 18:02:47.455,11 Apr 2020 18:12:20.583,573.128
567,12 Apr 2020 04:20:53.298,12 Apr 2020 04:28:16.590,443.292
568,12 Apr 2020 05:57:14.655,12 Apr 2020 06:08:51.254,696.598
569,12 Apr 2020 07:35:58.083,12 Apr 2020 07:44:21.011,502.928
570,12 Apr 2020 15:30:12.555,12 Apr 2020 15:39:44.340,571.785
571,12 Apr 2020 17:06:35.023,12 Apr 2020 17:18:05.144,690.121
572,12 Apr 2020 18:48:50.627,12 Apr 2020 18:53:17.589,266.963
573,13 Apr 2020 05:02:41.932,13 Apr 2020 05:13:13.260,631.328
574,13 Apr 2020 06:40:19.027,13 Apr 2020 06:51:19.943,660.916
575,13 Apr 2020 08:20:41.581,13 Apr 2020 08:23:58.253,196.671
576,13 Apr 2020 14:38:41.546,13 Apr 2020 14:43:10.405,268.859
577,13 Apr 2020 16:11:56.479,13 Apr 2020 16:23:06.884,670.405
578,13 Apr 2020 17:50:21.626,13 Apr 2020 18:00:35.751,614.125
579,14 Apr 2020 04:09:34.596,14 Apr 2020 04:15:16.245,341.650
580,14 Apr 2020 05:45:16.999,14 Apr 2020 05:56:50.840,693.841
581,14 Apr 2020 07:23:45.194,14 Apr 2020 07:32:55.695,550.501
582,14 Apr 2020 15:18:44.384,14 Apr 2020 15:27:33.017,528.633
583,14 Apr 2020 16:54:32.482,14 Apr 2020 17:06:08.374,695.892
584,14 Apr 2020 18:35:35.947,14 Apr 2020 18:42:11.710,395.763
585,15 Apr 2020 04:50:55.095,15 Apr 2020 05:00:50.768,595.673
586,15 Apr 2020 06:28:15.772,15 Apr 2020 06:39:33.719,677.946
587,15 Apr 2020 08:07:54.873,15 Apr 2020 08:13:15.862,320.989
588,15 Apr 2020 14:28:31.363,15 Apr 2020 14:29:52.725,81.361
589,15 Apr 2020 16:00:12.190,15 Apr 2020 16:11:02.862,650.672
590,15 Apr 2020 17:38:02.001,15 Apr 2020 17:48:47.273,645.272
591,16 Apr 2020 03:58:53.683,16 Apr 2020 04:01:35.141,161.458
592,16 Apr 2020 05:33:21.111,16 Apr 2020 05:44:46.260,685.149
593,16 Apr 2020 07:11:35.151,16 Apr 2020 07:21:25.039,589.888
594,16 Apr 2020 15:07:21.988,16 Apr 2020 15:15:18.424,476.436
595,16 Apr 2020 16:42:34.027,16 Apr 2020 16:54:09.921,695.894
596,16 Apr 2020 18:22:44.537,16 Apr 2020 18:30:45.459,480.921
597,17 Apr 2020 04:39:12.440,17 Apr 2020 04:48:21.499,549.059
598,17 Apr 2020 06:16:14.063,17 Apr 2020 06:27:43.552,689.489
599,17 Apr 2020 07:55:26.944,17 Apr 2020 08:02:12.139,405.195
600,17 Apr 2020 15:48:32.011,17 Apr 2020 15:58:57.165,625.154
601,17 Apr 2020 17:25:47.743,17 Apr 2020 17:36:55.931,668.188
602,18 Apr 2020 05:21:27.202,18 Apr 2020 05:32:37.270,670.068
603,18 Apr 2020 06:59:27.365,18 Apr 2020 07:09:49.640,622.275
604,18 Apr 2020 14:56:06.776,18 Apr 2020 15:02:59.184,412.408
605,18 Apr 2020 16:30:39.546,18 Apr 2020 16:42:09.888,690.342
606,18 Apr 2020 18:10:05.716,18 Apr 2020 18:19:09.411,543.696
607,19 Apr 2020 04:27:35.660,19 Apr 2020 04:35:43.674,488.014
608,19 Apr 2020 06:04:13.873,19 Apr 2020 06:15:49.460,695.586
609,19 Apr 2020 07:43:07.118,19 Apr 2020 07:50:57.763,470.645
610,19 Apr 2020 15:36:56.169,19 Apr 2020 15:46:49.585,593.417
611,19 Apr 2020 17:13:38.293,19 Apr 2020 17:25:02.238,683.945
612,19 Apr 2020 18:57:06.563,19 Apr 2020 18:59:14.704,128.142
613,20 Apr 2020 05:09:35.607,20 Apr 2020 05:20:23.515,647.908
614,20 Apr 2020 06:47:21.490,20 Apr 2020 06:58:09.885,648.395
615,20 Apr 2020 14:45:01.733,20 Apr 2020 14:50:32.316,330.582
616,20 Apr 2020 16:18:48.986,20 Apr 2020 16:30:08.329,679.343
617,20 Apr 2020 17:57:35.689,20 Apr 2020 18:07:27.248,591.559
618,21 Apr 2020 04:16:08.156,21 Apr 2020 04:22:53.801,405.645
619,21 Apr 2020 05:52:15.261,21 Apr 2020 06:03:51.405,696.145
620,21 Apr 2020 07:30:52.141,21 Apr 2020 07:39:36.004,523.863
621,21 Apr 2020 15:25:25.015,21 Apr 2020 15:34:39.789,554.774
622,21 Apr 2020 17:01:33.288,21 Apr 2020 17:13:06.533,693.244
623,21 Apr 2020 18:43:15.021,21 Apr 2020 18:48:43.927,328.906
624,22 Apr 2020 04:57:46.814,22 Apr 2020 05:08:04.457,617.643
625,22 Apr 2020 06:35:17.311,22 Apr 2020 06:46:25.999,668.688
626,22 Apr 2020 08:15:18.032,22 Apr 2020 08:19:34.653,256.621
627,22 Apr 2020 14:34:16.024,22 Apr 2020 14:37:48.673,212.649
628,22 Apr 2020 16:07:02.368,22 Apr 2020 16:18:05.232,662.863
629,22 Apr 2020 17:45:12.574,22 Apr 2020 17:55:40.775,628.200
630,23 Apr 2020 04:04:59.181,23 Apr 2020 04:09:42.508,283.327
631,23 Apr 2020 05:40:18.318,23 Apr 2020 05:51:49.280,690.962
632,23 Apr 2020 07:18:40.528,23 Apr 2020 07:28:08.367,567.839
633,23 Apr 2020 15:13:59.132,23 Apr 2020 15:22:27.217,508.085
634,23 Apr 2020 16:49:32.467,23 Apr 2020 17:01:09.048,696.581
635,23 Apr 2020 18:30:12.416,23 Apr 2020 18:37:27.193,434.777
636,24 Apr 2020 04:46:01.572,24 Apr 2020 04:55:39.297,577.725
637,24 Apr 2020 06:23:14.706,24 Apr 2020 06:34:38.124,683.419
638,24 Apr 2020 08:02:41.712,24 Apr 2020 08:08:40.811,359.099
639,24 Apr 2020 15:55:19.773,24 Apr 2020 16:06:00.531,640.759
640,24 Apr 2020 17:32:55.271,24 Apr 2020 17:43:51.025,655.754
641,25 Apr 2020 05:28:23.223,25 Apr 2020 05:39:42.897,679.674
642,25 Apr 2020 07:06:31.483,25 Apr 2020 07:16:35.676,604.194
643,25 Apr 2020 15:02:39.503,25 Apr 2020 15:10:10.916,451.414
644,25 Apr 2020 16:37:35.682,25 Apr 2020 16:49:09.926,694.245
645,25 Apr 2020 18:17:26.939,25 Apr 2020 18:25:56.189,509.250
646,26 Apr 2020 04:34:21.096,26 Apr 2020 04:43:06.743,525.648
647,26 Apr 2020 06:11:13.629,26 Apr 2020 06:22:46.325,692.696
648,26 Apr 2020 07:50:17.772,26 Apr 2020 07:57:32.033,434.261
649,26 Apr 2020 15:43:41.368,26 Apr 2020 15:53:54.080,612.712
650,26 Apr 2020 17:20:43.076,26 Apr 2020 17:31:58.653,675.578
651,27 Apr 2020 05:16:30.232,27 Apr 2020 05:27:31.972,661.740
652,27 Apr 2020 06:54:24.529,27 Apr 2020 07:04:58.427,633.898
653,27 Apr 2020 14:51:28.001,27 Apr 2020 14:57:49.018,381.018
654,27 Apr 2020 16:25:42.833,27 Apr 2020 16:37:09.253,686.419
655,27 Apr 2020 18:04:52.094,27 Apr 2020 18:14:17.291,565.196
656,28 Apr 2020 04:22:47.607,28 Apr 2020 04:30:24.490,456.884
657,28 Apr 2020 05:59:14.089,28 Apr 2020 06:10:50.590,696.501
658,28 Apr 2020 07:38:00.223,28 Apr 2020 07:46:14.323,494.101
659,28 Apr 2020 15:32:07.428,28 Apr 2020 15:41:45.625,578.197
660,28 Apr 2020 17:08:35.517,28 Apr 2020 17:20:04.090,688.573
661,28 Apr 2020 18:51:07.280,28 Apr 2020 18:55:03.972,236.692
662,29 Apr 2020 05:04:39.734,29 Apr 2020 05:15:16.084,636.350
663,29 Apr 2020 06:42:19.382,29 Apr 2020 06:53:16.926,657.544
664,29 Apr 2020 08:22:53.649,29 Apr 2020 08:25:40.125,166.476
665,29 Apr 2020 14:40:29.098,29 Apr 2020 14:45:17.081,287.983
666,29 Apr 2020 16:13:53.911,29 Apr 2020 16:25:07.059,673.147
667,29 Apr 2020 17:52:25.121,29 Apr 2020 18:02:33.171,608.050
668,30 Apr 2020 04:11:25.979,30 Apr 2020 04:17:27.549,361.570
669,30 Apr 2020 05:47:16.152,30 Apr 2020 05:58:50.855,694.703
670,30 Apr 2020 07:25:46.776,30 Apr 2020 07:34:49.983,543.207
671,30 Apr 2020 15:20:38.383,30 Apr 2020 15:29:34.759,536.375
672,30 Apr 2020 16:56:32.280,30 Apr 2020 17:08:07.617,695.336
673,30 Apr 2020 18:37:45.892,30 Apr 2020 18:44:04.300,378.408
674,1 May 2020 04:52:52.311,1 May 2020 05:02:54.600,602.289
675,1 May 2020 06:30:15.870,1 May 2020 06:41:31.367,675.497
676,1 May 2020 08:10:00.448,1 May 2020 08:15:04.647,304.200
677,1 May 2020 14:30:02.419,1 May 2020 14:32:15.469,133.049
678,1 May 2020 16:02:08.959,1 May 2020 16:13:03.305,654.347
679,1 May 2020 17:40:04.533,1 May 2020 17:50:45.233,640.700
680,2 May 2020 04:00:33.648,2 May 2020 04:03:58.367,204.719
681,2 May 2020 05:35:19.958,2 May 2020 05:46:46.982,687.023
682,2 May 2020 07:13:36.312,2 May 2020 07:23:20.162,583.849
683,2 May 2020 15:09:14.950,2 May 2020 15:17:20.782,485.832
684,2 May 2020 16:44:33.157,2 May 2020 16:56:09.437,696.280
685,2 May 2020 18:24:51.719,2 May 2020 18:32:40.337,468.617
686,3 May 2020 04:41:08.869,3 May 2020 04:50:26.557,557.688
687,3 May 2020 06:18:13.900,3 May 2020 06:29:41.852,687.952
688,3 May 2020 07:57:30.550,3 May 2020 08:04:03.318,392.768
689,3 May 2020 15:50:28.084,3 May 2020 16:00:57.896,629.812
690,3 May 2020 17:27:49.427,3 May 2020 17:38:54.330,664.902
691,4 May 2020 05:23:25.700,4 May 2020 05:34:38.747,673.047
692,4 May 2020 07:01:28.180,4 May 2020 07:11:45.523,617.343
693,4 May 2020 14:57:58.401,4 May 2020 15:05:02.458,424.057
694,4 May 2020 16:32:38.015,4 May 2020 16:44:09.662,691.647
695,4 May 2020 18:12:11.152,4 May 2020 18:21:05.580,534.429
696,5 May 2020 04:29:30.944,5 May 2020 04:37:50.330,499.386
