"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
697,5 May 2020 06:06:13.461,5 May 2020 06:17:48.409,694.948
698,5 May 2020 07:45:09.683,5 May 2020 07:52:50.407,460.724
699,5 May 2020 15:38:51.501,5 May 2020 15:48:50.649,599.148
700,5 May 2020 17:15:39.213,5 May 2020 17:27:01.001,681.788
701,5 May 2020 19:00:07.670,5 May 2020 19:00:16.930,9.260
702,6 May 2020 05:11:33.692,6 May 2020 05:22:25.812,652.120
703,6 May 2020 06:49:22.006,6 May 2020 07:00:06.471,644.466
704,6 May 2020 14:46:51.325,6 May 2020 14:52:37.203,345.878
705,6 May 2020 16:20:46.806,6 May 2020 16:32:08.352,681.546
706,6 May 2020 17:59:39.824,6 May 2020 18:09:24.278,584.454
707,7 May 2020 04:18:01.521,7 May 2020 04:25:02.844,421.323
708,7 May 2020 05:54:14.579,7 May 2020 06:05:51.023,696.444
709,7 May 2020 07:32:54.027,7 May 2020 07:41:29.745,515.718
710,7 May 2020 15:27:19.532,7 May 2020 15:36:41.252,561.720
711,7 May 2020 17:03:33.484,7 May 2020 17:15:05.612,692.128
712,7 May 2020 18:45:27.836,7 May 2020 18:50:33.930,306.094
713,8 May 2020 04:59:44.391,8 May 2020 05:10:07.685,623.294
714,8 May 2020 06:37:17.556,8 May 2020 06:48:23.263,665.707
715,8 May 2020 08:17:26.062,8 May 2020 08:21:20.739,234.677
716,8 May 2020 14:36:00.981,8 May 2020 14:39:57.767,236.786
717,8 May 2020 16:08:59.530,8 May 2020 16:20:05.518,665.987
718,8 May 2020 17:47:15.652,8 May 2020 17:57:38.433,622.781
719,9 May 2020 04:06:48.155,9 May 2020 04:11:56.435,308.280
720,9 May 2020 05:42:17.347,9 May 2020 05:53:49.584,692.238
721,9 May 2020 07:20:41.928,9 May 2020 07:30:03.017,561.089
722,9 May 2020 15:15:52.719,9 May 2020 15:24:29.197,516.478
723,9 May 2020 16:51:31.986,9 May 2020 17:03:08.408,696.422
724,9 May 2020 18:32:21.012,9 May 2020 18:39:20.932,419.920
725,10 May 2020 04:47:58.491,10 May 2020 04:57:43.611,585.121
726,10 May 2020 06:25:14.692,10 May 2020 06:36:36.043,681.352
727,10 May 2020 08:04:46.276,10 May 2020 08:10:30.787,344.510
728,10 May 2020 15:57:16.257,10 May 2020 16:08:01.088,644.831
729,10 May 2020 17:34:57.440,10 May 2020 17:45:49.181,651.741
730,11 May 2020 03:56:50.908,11 May 2020 03:57:30.900,39.992
731,11 May 2020 05:30:21.933,11 May 2020 05:41:43.927,681.994
732,11 May 2020 07:08:32.497,11 May 2020 07:18:31.126,598.629
733,11 May 2020 15:04:31.958,11 May 2020 15:12:13.609,461.651
734,11 May 2020 16:39:34.532,11 May 2020 16:51:09.548,695.016
735,11 May 2020 18:19:33.318,11 May 2020 18:27:51.681,498.363
736,12 May 2020 04:36:17.106,12 May 2020 04:45:12.408,535.302
737,12 May 2020 06:13:13.361,12 May 2020 06:24:44.894,691.533
738,12 May 2020 07:52:20.882,12 May 2020 07:59:23.889,423.007
739,12 May 2020 15:45:37.140,12 May 2020 15:55:54.944,617.804
740,12 May 2020 17:22:44.433,12 May 2020 17:33:57.213,672.780
741,13 May 2020 05:18:28.568,13 May 2020 05:29:33.781,665.213
742,13 May 2020 06:56:25.216,13 May 2020 07:06:54.607,629.391
743,13 May 2020 14:53:18.905,13 May 2020 14:59:52.840,393.934
744,13 May 2020 16:27:41.034,13 May 2020 16:39:09.130,688.096
745,13 May 2020 18:06:56.946,13 May 2020 18:16:13.860,556.914
746,14 May 2020 04:24:42.227,14 May 2020 04:32:32.000,469.773
747,14 May 2020 06:01:13.563,14 May 2020 06:12:49.817,696.255
748,14 May 2020 07:40:02.474,14 May 2020 07:48:07.457,484.984
749,14 May 2020 15:34:02.433,14 May 2020 15:43:46.846,584.413
750,14 May 2020 17:10:36.126,14 May 2020 17:22:02.988,686.863
751,14 May 2020 18:53:26.604,14 May 2020 18:56:47.765,201.161
752,15 May 2020 05:06:37.621,15 May 2020 05:17:18.754,641.132
753,15 May 2020 06:44:19.782,15 May 2020 06:55:13.799,654.016
754,15 May 2020 08:25:09.230,15 May 2020 08:27:18.407,129.177
755,15 May 2020 14:42:17.344,15 May 2020 14:47:23.132,305.788
756,15 May 2020 16:15:51.458,15 May 2020 16:27:07.191,675.733
757,15 May 2020 17:54:28.793,15 May 2020 18:04:30.482,601.689
758,16 May 2020 04:13:18.043,16 May 2020 04:19:38.097,380.054
759,16 May 2020 05:49:15.354,16 May 2020 06:00:50.755,695.401
760,16 May 2020 07:27:48.444,16 May 2020 07:36:44.118,535.673
761,16 May 2020 15:22:32.536,16 May 2020 15:31:36.419,543.883
762,16 May 2020 16:58:32.187,16 May 2020 17:10:06.818,694.630
763,16 May 2020 18:39:56.503,16 May 2020 18:45:56.304,359.801
764,17 May 2020 04:54:49.637,17 May 2020 05:04:58.257,608.621
765,17 May 2020 06:32:16.007,17 May 2020 06:43:28.902,672.895
766,17 May 2020 08:12:06.556,17 May 2020 08:16:52.834,286.279
767,17 May 2020 14:31:41.142,17 May 2020 14:34:30.627,169.484
768,17 May 2020 16:04:05.841,17 May 2020 16:15:03.700,657.860
769,17 May 2020 17:42:07.217,17 May 2020 17:52:43.115,635.898
770,18 May 2020 04:02:17.731,18 May 2020 04:06:17.394,239.663
771,18 May 2020 05:37:18.860,18 May 2020 05:48:47.580,688.720
772,18 May 2020 07:15:37.538,18 May 2020 07:25:15.154,577.615
773,18 May 2020 15:11:08.100,18 May 2020 15:19:23.028,494.928
774,18 May 2020 16:46:32.391,18 May 2020 16:58:08.910,696.519
775,18 May 2020 18:26:59.268,18 May 2020 18:34:34.932,455.664
776,19 May 2020 04:43:05.449,19 May 2020 04:52:31.390,565.941
777,19 May 2020 06:20:13.783,19 May 2020 06:31:40.041,686.258
778,19 May 2020 07:59:34.392,19 May 2020 08:05:54.191,379.800
779,19 May 2020 15:52:24.276,19 May 2020 16:02:58.579,634.303
780,19 May 2020 17:29:51.248,19 May 2020 17:40:52.658,661.410
781,20 May 2020 05:25:24.262,20 May 2020 05:36:40.088,675.827
782,20 May 2020 07:03:29.049,20 May 2020 07:13:41.283,612.234
783,20 May 2020 14:59:50.281,20 May 2020 15:07:05.552,435.271
784,20 May 2020 16:34:36.599,20 May 2020 16:46:09.391,692.793
785,20 May 2020 18:14:16.842,20 May 2020 18:23:01.574,524.732
786,21 May 2020 04:31:26.454,21 May 2020 04:39:56.679,510.225
787,21 May 2020 06:08:13.087,21 May 2020 06:19:47.256,694.169
788,21 May 2020 07:47:12.384,21 May 2020 07:54:42.842,450.458
789,21 May 2020 15:40:46.959,21 May 2020 15:50:51.654,604.696
790,21 May 2020 17:17:40.253,21 May 2020 17:28:59.704,679.451
791,22 May 2020 05:13:31.853,22 May 2020 05:24:27.969,656.116
792,22 May 2020 06:51:22.569,22 May 2020 07:02:02.946,640.376
793,22 May 2020 14:48:41.332,22 May 2020 14:54:41.739,360.407
794,22 May 2020 16:22:44.736,22 May 2020 16:34:08.337,683.601
795,22 May 2020 18:01:44.158,22 May 2020 18:11:21.184,577.026
796,23 May 2020 04:19:55.299,23 May 2020 04:27:11.398,436.099
797,23 May 2020 05:56:13.945,23 May 2020 06:07:50.529,696.584
798,23 May 2020 07:34:56.012,23 May 2020 07:43:23.322,507.310
799,23 May 2020 15:29:14.194,23 May 2020 15:38:42.641,568.448
800,23 May 2020 17:05:33.802,23 May 2020 17:17:04.638,690.836
801,23 May 2020 18:47:41.892,23 May 2020 18:52:22.781,280.889
802,24 May 2020 05:01:42.062,24 May 2020 05:12:10.747,628.685
803,24 May 2020 06:39:17.845,24 May 2020 06:50:20.414,662.569
804,24 May 2020 08:19:35.278,24 May 2020 08:23:05.568,210.290
805,24 May 2020 14:37:47.164,24 May 2020 14:42:05.708,258.544
806,24 May 2020 16:10:56.803,24 May 2020 16:22:05.758,668.955
807,24 May 2020 17:49:18.895,24 May 2020 17:59:36.003,617.108
808,25 May 2020 04:08:38.256,25 May 2020 04:14:09.153,330.898
809,25 May 2020 05:44:16.431,25 May 2020 05:55:49.774,693.342
810,25 May 2020 07:22:43.395,25 May 2020 07:31:57.526,554.130
811,25 May 2020 15:17:46.474,25 May 2020 15:26:31.079,524.605
812,25 May 2020 16:53:31.610,25 May 2020 17:05:07.722,696.112
813,25 May 2020 18:34:30.105,25 May 2020 18:41:14.256,404.150
814,26 May 2020 04:49:55.534,26 May 2020 04:59:47.730,592.196
815,26 May 2020 06:27:14.722,26 May 2020 06:38:33.858,679.136
816,26 May 2020 08:06:51.197,26 May 2020 08:12:20.336,329.139
817,26 May 2020 14:27:57.038,26 May 2020 14:28:28.187,31.148
818,26 May 2020 15:59:12.855,26 May 2020 16:10:01.604,648.749
819,26 May 2020 17:36:59.753,26 May 2020 17:47:47.256,647.503
820,27 May 2020 03:58:05.664,27 May 2020 04:00:19.466,133.802
821,27 May 2020 05:32:20.699,27 May 2020 05:43:44.829,684.130
822,27 May 2020 07:10:33.566,27 May 2020 07:20:26.447,592.882
823,27 May 2020 15:06:24.617,27 May 2020 15:14:16.163,471.545
824,27 May 2020 16:41:33.495,27 May 2020 16:53:09.132,695.637
825,27 May 2020 18:21:40.002,27 May 2020 18:29:46.941,486.938
826,28 May 2020 04:38:13.297,28 May 2020 04:47:17.822,544.525
827,28 May 2020 06:15:13.139,28 May 2020 06:26:43.356,690.217
828,28 May 2020 07:54:24.174,28 May 2020 08:01:15.492,411.318
829,28 May 2020 15:47:33.033,28 May 2020 15:57:55.754,622.721
830,28 May 2020 17:24:45.920,28 May 2020 17:35:55.703,669.783
831,29 May 2020 05:20:26.972,29 May 2020 05:31:35.452,668.481
832,29 May 2020 06:58:25.953,29 May 2020 07:08:50.671,624.719
833,29 May 2020 14:55:10.111,29 May 2020 15:01:56.430,406.319
834,29 May 2020 16:29:39.346,29 May 2020 16:41:08.970,689.624
835,29 May 2020 18:09:02.027,29 May 2020 18:18:10.274,548.247
836,30 May 2020 04:26:37.133,30 May 2020 04:34:39.152,482.019
837,30 May 2020 06:03:13.083,30 May 2020 06:14:48.935,695.852
838,30 May 2020 07:42:04.847,30 May 2020 07:50:00.404,475.557
839,30 May 2020 15:35:57.570,30 May 2020 15:45:48.005,590.435
840,30 May 2020 17:12:36.858,30 May 2020 17:24:01.829,684.971
841,30 May 2020 18:55:50.377,30 May 2020 18:58:27.196,156.818
842,31 May 2020 05:08:35.592,31 May 2020 05:19:21.273,645.681
843,31 May 2020 06:46:20.228,31 May 2020 06:57:10.555,650.327
844,31 May 2020 08:27:33.296,31 May 2020 08:28:48.134,74.838
845,31 May 2020 14:44:06.180,31 May 2020 14:49:28.668,322.488
846,31 May 2020 16:17:49.117,31 May 2020 16:29:07.279,678.162
847,31 May 2020 17:56:32.647,31 May 2020 18:06:27.692,595.045
848,1 Jun 2020 04:15:10.686,1 Jun 2020 04:21:47.985,397.299
849,1 Jun 2020 05:51:14.607,1 Jun 2020 06:02:50.539,695.932
850,1 Jun 2020 07:29:50.195,1 Jun 2020 07:38:38.101,527.906
851,1 Jun 2020 15:24:26.835,1 Jun 2020 15:33:38.001,551.166
852,1 Jun 2020 17:00:32.212,1 Jun 2020 17:12:05.966,693.754
853,1 Jun 2020 18:42:07.888,1 Jun 2020 18:47:47.619,339.731
854,2 Jun 2020 04:56:47.065,2 Jun 2020 05:07:01.737,614.672
855,2 Jun 2020 06:34:16.186,2 Jun 2020 06:45:26.332,670.146
856,2 Jun 2020 08:14:13.291,2 Jun 2020 08:18:40.321,267.030
857,2 Jun 2020 14:33:23.245,2 Jun 2020 14:36:42.466,199.222
858,2 Jun 2020 16:06:02.835,2 Jun 2020 16:17:04.053,661.219
859,2 Jun 2020 17:44:10.056,2 Jun 2020 17:54:40.909,630.853
860,3 Jun 2020 04:04:04.304,3 Jun 2020 04:08:33.849,269.546
861,3 Jun 2020 05:39:17.813,3 Jun 2020 05:50:48.064,690.251
862,3 Jun 2020 07:17:38.826,3 Jun 2020 07:27:10.013,571.187
863,3 Jun 2020 15:13:01.428,3 Jun 2020 15:21:25.162,503.733
864,3 Jun 2020 16:48:31.742,3 Jun 2020 17:00:08.338,696.596
865,3 Jun 2020 18:29:07.208,3 Jun 2020 18:36:29.208,442.000
866,4 Jun 2020 04:45:02.172,4 Jun 2020 04:54:36.011,573.839
867,4 Jun 2020 06:22:13.710,4 Jun 2020 06:33:38.125,684.415
868,4 Jun 2020 08:01:38.492,4 Jun 2020 08:07:44.739,366.247
869,4 Jun 2020 15:54:20.585,4 Jun 2020 16:04:59.213,638.629
870,4 Jun 2020 17:31:53.207,4 Jun 2020 17:42:50.919,657.712
871,5 Jun 2020 05:27:22.885,5 Jun 2020 05:38:41.311,678.426
872,5 Jun 2020 07:05:29.973,5 Jun 2020 07:15:36.924,606.951
873,5 Jun 2020 15:01:42.397,5 Jun 2020 15:09:08.480,446.083
874,5 Jun 2020 16:36:35.285,5 Jun 2020 16:48:09.083,693.798
875,5 Jun 2020 18:16:22.792,5 Jun 2020 18:24:57.375,514.582
876,6 Jun 2020 04:33:22.180,6 Jun 2020 04:42:02.746,520.566
877,6 Jun 2020 06:10:12.762,6 Jun 2020 06:21:45.990,693.228
878,6 Jun 2020 07:49:15.238,6 Jun 2020 07:56:35.062,439.824
879,6 Jun 2020 15:42:42.544,6 Jun 2020 15:52:52.604,610.060
880,6 Jun 2020 17:19:41.419,6 Jun 2020 17:30:58.349,676.930
881,7 Jun 2020 05:15:30.088,7 Jun 2020 05:26:29.984,659.896
882,7 Jun 2020 06:53:23.181,7 Jun 2020 07:03:59.303,636.122
883,7 Jun 2020 14:50:31.722,7 Jun 2020 14:56:45.971,374.249
884,7 Jun 2020 16:24:42.771,7 Jun 2020 16:36:08.283,685.511
885,7 Jun 2020 18:03:48.696,7 Jun 2020 18:13:17.959,569.263
886,8 Jun 2020 04:21:49.443,8 Jun 2020 04:29:19.509,450.066
887,8 Jun 2020 05:58:13.352,8 Jun 2020 06:09:49.923,696.571
888,8 Jun 2020 07:36:58.098,8 Jun 2020 07:45:16.725,498.627
889,8 Jun 2020 15:31:08.997,8 Jun 2020 15:40:43.966,574.969
890,8 Jun 2020 17:07:34.233,8 Jun 2020 17:19:03.611,689.378
891,8 Jun 2020 18:49:57.543,8 Jun 2020 18:54:10.121,252.577
892,9 Jun 2020 05:03:39.825,9 Jun 2020 05:14:13.651,633.827
893,9 Jun 2020 06:41:18.178,9 Jun 2020 06:52:17.455,659.277
894,9 Jun 2020 08:21:46.165,9 Jun 2020 08:24:48.657,182.492
895,9 Jun 2020 14:39:34.299,9 Jun 2020 14:44:12.766,278.468
896,9 Jun 2020 16:12:54.181,9 Jun 2020 16:24:05.959,671.778
897,9 Jun 2020 17:51:22.309,9 Jun 2020 18:01:33.474,611.166
898,10 Jun 2020 04:10:29.255,10 Jun 2020 04:16:20.889,351.635
899,10 Jun 2020 05:46:15.563,10 Jun 2020 05:57:49.844,694.282
900,10 Jun 2020 07:24:44.940,10 Jun 2020 07:33:51.890,546.949
901,10 Jun 2020 15:19:40.393,10 Jun 2020 15:28:32.868,532.475
902,10 Jun 2020 16:55:31.350,10 Jun 2020 17:07:06.990,695.640
903,10 Jun 2020 18:36:39.755,10 Jun 2020 18:43:07.105,387.350
904,11 Jun 2020 04:51:52.698,11 Jun 2020 05:01:51.659,598.961
905,11 Jun 2020 06:29:14.800,11 Jun 2020 06:40:31.561,676.761
906,11 Jun 2020 08:08:56.530,11 Jun 2020 08:14:09.403,312.874
907,11 Jun 2020 14:29:14.507,11 Jun 2020 14:31:04.488,109.981
908,11 Jun 2020 16:01:09.567,11 Jun 2020 16:12:02.069,652.502
909,11 Jun 2020 17:39:02.212,11 Jun 2020 17:49:45.260,643.048
910,12 Jun 2020 03:59:42.138,12 Jun 2020 04:02:46.233,184.095
911,12 Jun 2020 05:34:19.522,12 Jun 2020 05:45:45.615,686.093
912,12 Jun 2020 07:12:34.694,12 Jun 2020 07:22:21.640,586.946
913,12 Jun 2020 15:08:17.479,12 Jun 2020 15:16:18.591,481.112
914,12 Jun 2020 16:43:32.566,12 Jun 2020 16:55:08.671,696.105
915,12 Jun 2020 18:23:47.016,12 Jun 2020 18:31:41.949,474.934
916,13 Jun 2020 04:40:09.652,13 Jun 2020 04:49:22.997,553.346
917,13 Jun 2020 06:17:12.961,13 Jun 2020 06:28:41.712,688.751
918,13 Jun 2020 07:56:27.664,13 Jun 2020 08:03:06.824,399.159
919,13 Jun 2020 15:49:29.045,13 Jun 2020 15:59:56.517,627.472
920,13 Jun 2020 17:26:47.539,13 Jun 2020 17:37:54.134,666.594
921,14 Jun 2020 05:22:25.440,14 Jun 2020 05:33:36.996,671.556
922,14 Jun 2020 07:00:26.740,14 Jun 2020 07:10:46.615,619.875
923,14 Jun 2020 14:57:01.597,14 Jun 2020 15:03:59.811,418.214
924,14 Jun 2020 16:31:37.763,14 Jun 2020 16:43:08.766,691.003
925,14 Jun 2020 18:11:07.347,14 Jun 2020 18:20:06.523,539.177
926,15 Jun 2020 04:28:32.298,15 Jun 2020 04:36:45.969,493.670
927,15 Jun 2020 06:05:12.647,15 Jun 2020 06:16:47.940,695.293
928,15 Jun 2020 07:44:07.340,15 Jun 2020 07:51:53.157,465.817
929,15 Jun 2020 15:37:52.836,15 Jun 2020 15:47:49.103,596.268
930,15 Jun 2020 17:14:37.717,15 Jun 2020 17:26:00.618,682.901
931,15 Jun 2020 18:58:24.598,15 Jun 2020 18:59:56.263,91.665
932,16 Jun 2020 05:10:33.641,16 Jun 2020 05:21:23.645,650.004
933,16 Jun 2020 06:48:20.719,16 Jun 2020 06:59:07.205,646.486
934,16 Jun 2020 14:45:55.525,16 Jun 2020 14:51:33.764,338.239
935,16 Jun 2020 16:19:46.882,16 Jun 2020 16:31:07.331,680.449
936,16 Jun 2020 17:58:36.685,16 Jun 2020 18:08:24.778,588.093
937,17 Jun 2020 04:17:03.829,17 Jun 2020 04:23:57.294,413.464
938,17 Jun 2020 05:53:13.903,17 Jun 2020 06:04:50.215,696.312
939,17 Jun 2020 07:31:52.036,17 Jun 2020 07:40:31.932,519.896
940,17 Jun 2020 15:26:21.276,17 Jun 2020 15:35:39.507,558.231
941,17 Jun 2020 17:02:32.355,17 Jun 2020 17:14:05.069,692.714
942,17 Jun 2020 18:44:20.183,17 Jun 2020 18:49:38.102,317.918
943,18 Jun 2020 04:58:44.597,18 Jun 2020 05:09:05.046,620.449
944,18 Jun 2020 06:36:16.407,18 Jun 2020 06:47:23.648,667.241
945,18 Jun 2020 08:16:20.819,18 Jun 2020 08:20:26.942,246.123
946,18 Jun 2020 14:35:07.406,18 Jun 2020 14:38:52.321,224.915
947,18 Jun 2020 16:07:59.939,18 Jun 2020 16:19:04.363,664.424
948,18 Jun 2020 17:46:13.054,18 Jun 2020 17:56:38.613,625.559
949,19 Jun 2020 04:05:52.599,19 Jun 2020 04:10:48.501,295.902
950,19 Jun 2020 05:41:16.820,19 Jun 2020 05:52:48.426,691.607
951,19 Jun 2020 07:19:40.184,19 Jun 2020 07:29:04.735,564.551
952,19 Jun 2020 15:14:54.929,19 Jun 2020 15:23:27.195,512.265
953,19 Jun 2020 16:50:31.201,19 Jun 2020 17:02:07.721,696.520
954,19 Jun 2020 18:31:15.579,19 Jun 2020 18:38:23.132,427.553
955,20 Jun 2020 04:46:59.029,20 Jun 2020 04:56:40.425,581.396
956,20 Jun 2020 06:24:13.676,20 Jun 2020 06:35:36.097,682.421
957,20 Jun 2020 08:03:42.884,20 Jun 2020 08:09:34.923,352.039
958,20 Jun 2020 15:56:17.008,20 Jun 2020 16:06:59.800,642.791
959,20 Jun 2020 17:33:55.305,20 Jun 2020 17:44:49.104,653.799
960,21 Jun 2020 05:29:21.566,21 Jun 2020 05:40:42.398,680.832
961,21 Jun 2020 07:07:30.951,21 Jun 2020 07:17:32.434,601.484
962,21 Jun 2020 15:03:34.737,21 Jun 2020 15:11:11.253,456.516
963,21 Jun 2020 16:38:34.086,21 Jun 2020 16:50:08.726,694.640
964,21 Jun 2020 18:18:29.030,21 Jun 2020 18:26:52.970,503.940
965,22 Jun 2020 04:35:18.105,22 Jun 2020 04:44:08.538,530.433
966,22 Jun 2020 06:12:12.472,22 Jun 2020 06:23:44.618,692.145
967,22 Jun 2020 07:51:18.251,22 Jun 2020 07:58:27.048,428.797
968,22 Jun 2020 15:44:38.251,22 Jun 2020 15:54:53.500,615.248
969,22 Jun 2020 17:21:42.712,22 Jun 2020 17:32:56.934,674.222
970,23 Jun 2020 05:17:28.391,23 Jun 2020 05:28:31.860,663.469
971,23 Jun 2020 06:55:23.839,23 Jun 2020 07:05:55.547,631.707
972,23 Jun 2020 14:52:22.455,23 Jun 2020 14:58:49.924,387.469
973,23 Jun 2020 16:26:40.916,23 Jun 2020 16:38:08.182,687.266
974,23 Jun 2020 18:05:53.444,23 Jun 2020 18:15:14.593,561.148
975,24 Jun 2020 04:23:43.916,24 Jun 2020 04:31:27.209,463.293
976,24 Jun 2020 06:00:12.806,24 Jun 2020 06:11:49.206,696.400
977,24 Jun 2020 07:39:00.288,24 Jun 2020 07:47:09.957,489.670
978,24 Jun 2020 15:33:03.931,24 Jun 2020 15:42:45.224,581.293
979,24 Jun 2020 17:09:34.786,24 Jun 2020 17:21:02.534,687.748
980,24 Jun 2020 18:52:15.391,24 Jun 2020 18:55:55.345,219.953
981,25 Jun 2020 05:05:37.672,25 Jun 2020 05:16:16.394,638.721
982,25 Jun 2020 06:43:18.553,25 Jun 2020 06:54:14.386,655.833
983,25 Jun 2020 08:23:59.657,25 Jun 2020 08:26:29.065,149.408
984,25 Jun 2020 14:41:22.195,25 Jun 2020 14:46:19.134,296.939
985,25 Jun 2020 16:14:51.671,25 Jun 2020 16:26:06.114,674.442
986,25 Jun 2020 17:53:25.892,25 Jun 2020 18:03:30.838,604.946
987,26 Jun 2020 04:12:20.996,26 Jun 2020 04:18:31.797,370.800
988,26 Jun 2020 05:48:14.741,26 Jun 2020 05:59:49.803,695.062
989,26 Jun 2020 07:26:46.561,26 Jun 2020 07:35:46.104,539.544
990,26 Jun 2020 15:21:34.462,26 Jun 2020 15:30:34.577,540.115
991,26 Jun 2020 16:57:31.202,26 Jun 2020 17:09:06.213,695.011
992,26 Jun 2020 18:38:50.020,26 Jun 2020 18:44:59.405,369.385
993,27 Jun 2020 04:53:49.972,27 Jun 2020 05:03:55.402,605.430
994,27 Jun 2020 06:31:14.912,27 Jun 2020 06:42:29.149,674.237
995,27 Jun 2020 08:11:02.340,27 Jun 2020 08:15:57.920,295.580
996,27 Jun 2020 14:30:50.316,27 Jun 2020 14:33:22.519,152.203
997,27 Jun 2020 16:03:06.390,27 Jun 2020 16:14:02.492,656.102
998,27 Jun 2020 17:41:04.820,27 Jun 2020 17:51:43.175,638.355
999,28 Jun 2020 04:01:24.451,28 Jun 2020 04:05:07.080,222.629
1000,28 Jun 2020 05:36:18.397,28 Jun 2020 05:47:46.273,687.876
1001,28 Jun 2020 07:14:35.883,28 Jun 2020 07:24:16.701,580.819
1002,28 Jun 2020 15:10:10.529,28 Jun 2020 15:18:20.897,490.368
1003,28 Jun 2020 16:45:31.750,28 Jun 2020 16:57:08.165,696.415
1004,28 Jun 2020 18:25:54.377,28 Jun 2020 18:33:36.682,462.305
1005,29 Jun 2020 04:42:06.160,29 Jun 2020 04:51:27.938,561.778
1006,29 Jun 2020 06:19:12.818,29 Jun 2020 06:30:39.955,687.138
1007,29 Jun 2020 07:58:31.374,29 Jun 2020 08:04:57.864,386.489
1008,29 Jun 2020 15:51:25.174,29 Jun 2020 16:01:57.226,632.052
1009,29 Jun 2020 17:28:49.291,29 Jun 2020 17:39:52.493,663.202
1010,30 Jun 2020 05:24:23.971,30 Jun 2020 05:35:38.406,674.435
1011,30 Jun 2020 07:02:27.577,30 Jun 2020 07:12:42.439,614.862
1012,30 Jun 2020 14:58:53.341,30 Jun 2020 15:06:03.001,429.660
1013,30 Jun 2020 16:33:36.284,30 Jun 2020 16:45:08.519,692.235
1014,30 Jun 2020 18:13:12.904,30 Jun 2020 18:22:02.598,529.694
1015,1 Jul 2020 04:30:27.701,1 Jul 2020 04:38:52.468,504.767
1016,1 Jul 2020 06:07:12.255,1 Jul 2020 06:18:46.840,694.585
1017,1 Jul 2020 07:46:09.960,1 Jul 2020 07:53:45.705,455.745
1018,1 Jul 2020 15:39:48.228,1 Jul 2020 15:49:50.138,601.910
1019,1 Jul 2020 17:16:38.693,1 Jul 2020 17:27:59.344,680.652
1020,2 Jul 2020 05:12:31.766,2 Jul 2020 05:23:25.868,654.103
1021,2 Jul 2020 06:50:21.254,2 Jul 2020 07:01:03.737,642.483
1022,2 Jul 2020 14:47:45.318,2 Jul 2020 14:53:38.483,353.164
1023,2 Jul 2020 16:21:44.754,2 Jul 2020 16:33:07.334,682.580
1024,2 Jul 2020 18:00:40.919,2 Jul 2020 18:10:21.743,580.824
1025,3 Jul 2020 04:18:57.412,3 Jul 2020 04:26:06.083,428.671
1026,3 Jul 2020 05:55:13.244,3 Jul 2020 06:06:49.775,696.531
1027,3 Jul 2020 07:33:53.965,3 Jul 2020 07:42:25.596,511.631
1028,3 Jul 2020 15:28:15.864,3 Jul 2020 15:37:40.936,565.071
1029,3 Jul 2020 17:04:32.609,3 Jul 2020 17:16:04.117,691.508
1030,3 Jul 2020 18:46:33.586,3 Jul 2020 18:51:27.556,293.970
1031,4 Jul 2020 05:00:42.223,4 Jul 2020 05:11:08.190,625.967
1032,4 Jul 2020 06:38:16.670,4 Jul 2020 06:49:20.859,664.188
1033,4 Jul 2020 08:18:29.365,4 Jul 2020 08:22:12.472,223.107
1034,4 Jul 2020 14:36:53.000,4 Jul 2020 14:41:00.818,247.819
1035,4 Jul 2020 16:09:57.153,4 Jul 2020 16:21:04.624,667.471
1036,4 Jul 2020 17:48:16.213,4 Jul 2020 17:58:36.223,620.010
1037,5 Jul 2020 04:07:42.169,5 Jul 2020 04:13:01.791,319.622
1038,5 Jul 2020 05:43:15.873,5 Jul 2020 05:54:48.673,692.800
1039,5 Jul 2020 07:21:41.613,5 Jul 2020 07:30:59.321,557.708
1040,5 Jul 2020 15:16:48.597,5 Jul 2020 15:25:29.129,520.532
1041,5 Jul 2020 16:52:30.767,5 Jul 2020 17:04:07.056,696.290
1042,5 Jul 2020 18:33:24.417,5 Jul 2020 18:40:16.662,412.245
1043,6 Jul 2020 04:48:56.013,6 Jul 2020 04:58:44.638,588.625
1044,6 Jul 2020 06:26:13.680,6 Jul 2020 06:37:33.966,680.285
1045,6 Jul 2020 08:05:47.608,6 Jul 2020 08:11:24.704,337.095
1046,6 Jul 2020 15:58:13.546,6 Jul 2020 16:09:00.336,646.790
1047,6 Jul 2020 17:35:57.544,6 Jul 2020 17:46:47.219,649.675
1048,7 Jul 2020 03:57:21.659,7 Jul 2020 03:58:59.766,98.107
1049,7 Jul 2020 05:31:20.304,7 Jul 2020 05:42:43.367,683.063
1050,7 Jul 2020 07:09:31.987,7 Jul 2020 07:19:27.826,595.839
1051,7 Jul 2020 15:05:27.289,7 Jul 2020 15:13:13.881,466.592
1052,7 Jul 2020 16:40:32.988,7 Jul 2020 16:52:08.330,695.342
1053,7 Jul 2020 18:20:35.557,7 Jul 2020 18:28:48.337,492.780
1054,8 Jul 2020 04:37:14.204,8 Jul 2020 04:46:14.075,539.872
1055,8 Jul 2020 06:14:12.226,8 Jul 2020 06:25:43.133,690.907
1056,8 Jul 2020 07:53:21.439,8 Jul 2020 08:00:18.787,417.348
1057,8 Jul 2020 15:46:34.079,8 Jul 2020 15:56:54.336,620.257
1058,8 Jul 2020 17:23:44.131,8 Jul 2020 17:34:55.453,671.321
